news_id,published_at,title,summary,media_name,url,article_type,source,fetched_at,content_hash,positive_terms,negative_terms,uncertain_terms,information_trade_date
N-202605253748235232,2026-05-25 17:01:34,又一位民航人登顶珠峰！ 他来自为国产大飞机提供“大脑”的公司,近年来，公司也在积极参与低空经济领域的开拓，通过昂际智航为新型民用低空飞行器提供航电与飞控产品解决方案。目前，昂际智航已与多家领先eVTOL主机厂建立战略合作。,上观新闻,http://finance.eastmoney.com/a/202605253748235232.html,fundamental_event,eastmoney_search,2026-06-15T14:24:38.362615+00:00,6d886156ca1b526bf396f287f77f708a77378bb112e9ee813345e748c6d365b0,0,0,0,2026-05-26
N-202605253748484246,2026-05-25 18:17:00,苏州天巡智控亮相2026年第十一届深圳国际无人机展览会,中证报中证网讯（记者王辉）近日，2026年第十一届深圳国际无人机展览会暨国际低空经济与无人系统博览会在深圳落下帷幕。无人机企业苏州天巡智控携公司旗下的软硬件产品和解决方案亮相本次展会。 在本次展会中，苏州天巡智控在展区向观众展示了完整的“低空数据应用能力”。,中国证券报·中证网,http://finance.eastmoney.com/a/202605253748484246.html,fundamental_event,eastmoney_search,2026-06-15T14:24:38.051110+00:00,7e7d4d05fd5a6f64c9c5cb3fcc4b7e812b4755b3a6e7f2a5fe5451740a20f9cb,0,0,0,2026-05-26
N-202605253748304097,2026-05-25 18:19:36,多所高校密集增加低空专业,低空经济正以惊人的速度崛起。国家发展和改革委已于2024年12月成立了低空经济司，其职责为：拟订并组织实施低空经济发展战略、中长期发展规划，提出有关政策建议，协调有关重大问题等。,第一财经,http://finance.eastmoney.com/a/202605253748304097.html,fundamental_event,eastmoney_search,2026-06-15T14:24:35.833081+00:00,be740479fa742e7b36259463ca8e185618ca90091be919dc059be46bce2cc16e,0,0,1,2026-05-26
N-202605253748476524,2026-05-25 19:21:46,抢占县域低空经济赛道！广州企业中科云图已率先打造可复制的落地经验,作为全国首个县域低空经济专业委员会——深圳市无人机行业协会县域低空经济专业委员会的牵头单位，中科云图在县域低空经济领域已率先形成可复制、可推广的落地经验。,广州日报,http://finance.eastmoney.com/a/202605253748476524.html,industry_commentary,eastmoney_search,2026-06-15T14:24:32.203196+00:00,85a23e6ffb13e82097bbe529a28bcbee0e75315ef57974c0b049e0b8dc6000a7,0,0,0,2026-05-26
N-202605253748373698,2026-05-25 20:15:00,南财V快评：不着急赚钱 广东有耐心,未来几年，你会在新能源、新材料、生物医药、低空经济、量子科技这些前沿领域，越来越多地看到它的身影。 这支不着急赚钱、只专注托举未来的基金，投的是项目，更是广东下一个十年的产业底气。,21世纪经济报道,http://finance.eastmoney.com/a/202605253748373698.html,fundamental_event,eastmoney_search,2026-06-15T14:24:38.363630+00:00,e7a95eb03f5ff3138e3d11fce6198a86f6caabbba72bee01a9fd662cec8aab3e,0,0,0,2026-05-26
N-202605253748389581,2026-05-25 20:25:00,中科星图：深化“1朵低空云+2类低空试验场+N个区域示范+M个行业应用场景”战略布局,公司将根据国家战略性新兴产业总体部署和公司自身禀赋优势，紧抓战略机遇期，加强低空经济新兴领域业务布局，加大相关领域研发投入和创新力度，推动产品战略落地生根，推进公司核心业务转型升级。,证券日报,http://finance.eastmoney.com/a/202605253748389581.html,industry_commentary,eastmoney_search,2026-06-15T14:24:36.733990+00:00,fc9d2a0ef66224781f3ba71ac07b9c433aa7271a71ee33568eded3cbe825e53d,1,0,0,2026-05-26
N-202605253748455071,2026-05-25 21:24:00,中科星图：2025年度商业航天板块实现营业收入38329.38万元,2026年，公司将保持创新发展战略定力，按照“一体两翼”的总体布局，持续投入智能地球、商业航天和低空经济的研发创新。,证券日报,http://finance.eastmoney.com/a/202605253748455071.html,industry_commentary,eastmoney_search,2026-06-15T14:24:38.051110+00:00,d95726f83004ab6c3fcd0f04d696803c8d56e46307c49918b3106050c94b939d,2,0,0,2026-05-26
N-202605263748562676,2026-05-26 03:36:45,从“能不能飞”转向“划不划算” 低空物流大规模商业化爆发在即,中国工程院院士向锦武表示，应用场景是低空经济发展的支柱，我国低空物流已开始形成稳定盈利模式。 “医疗领域已在前端实现毛利，但尚未规模化。”美团副总裁毛一年表示，美团无人机的目标是实现可持续的规模化盈利。,上海证券报,http://finance.eastmoney.com/a/202605263748562676.html,industry_commentary,eastmoney_search,2026-06-15T14:24:36.733990+00:00,d88cba393c89d41f592cfdcecab5b53be46c3736507f43e2177d375c39153837,0,0,1,2026-05-27
N-202605263748561885,2026-05-26 07:13:29,订单导向与全球化特征凸显——从世界无人机大会看产业转型新动向,近日，为期三天的2026世界无人机大会落幕，累计超过18万名观众入场，意向成交额近230亿元，各项数据均明显超越上届，成为低空经济加速起飞的一个生动注脚。,上海证券报,http://finance.eastmoney.com/a/202605263748561885.html,fundamental_event,eastmoney_search,2026-06-15T14:24:35.833081+00:00,8aa4c15d3991be2eb4b6e5b2eee3ab360e6f07c475c81cbbf2b35b699bc5c3e1,0,0,0,2026-05-27
N-202605263748767929,2026-05-26 07:51:00,海南省与中信集团举行工作会谈,愿与中信集团聚焦金融开放、医疗健康、种业科技、低空经济等领域，开展战略性、全方位、系统性合作，携手实现互利共赢发展。海南将全力做好服务保障，为包括中信集团在内的各类企业营造良好发展环境。,证券时报网,http://biz.eastmoney.com/a/202605263748767929.html,industry_commentary,eastmoney_search,2026-06-15T14:24:36.117979+00:00,8c03fa61557f30d3ada48268afa79b00c738fa59264e2479893a12e2d9a29450,0,0,0,2026-05-27
N-202605263749520824,2026-05-26 11:28:33,美国FY2027国防预算大增，航空航天成“新宠”，航空航天ETF华夏(159227)近5日净流入2.33亿,航空航天ETF华夏(159227)：规模位居同类第一，紧密跟踪国证航天指数，成分股覆盖战斗机、航空发动机、火箭、导弹、卫星、雷达等全产业链龙头，完美契合“空天一体”的战略方向，涵盖大飞机、商业航天、低空经济等新兴领域，商业航天含量高达70%。,界面新闻,http://stock.eastmoney.com/a/202605263749520824.html,industry_commentary,eastmoney_search,2026-06-15T14:24:38.051110+00:00,0c6bb10a777b4670e82901396b2bc2e83720026eab0b52ab4066c8a4bcebc3fa,0,0,0,2026-05-27
N-202605263749413884,2026-05-26 12:03:04,深圳“十五五”规划纲要：大力发展人工智能终端、低空经济、具身智能机器人、海洋经济、商业航天等一批新兴支柱产业,大力发展人工智能终端、低空经济、具身智能机器人、海洋经济、商业航天等一批新兴支柱产业。加快人工智能手机和电脑、智能家居、智能穿戴等新一代智能终端研发应用，积极推动全身智能、全车智能、全屋智能规模化应用。,财联社,http://finance.eastmoney.com/a/202605263749413884.html,fundamental_event,eastmoney_search,2026-06-15T14:24:32.203196+00:00,e212292a4cf6ea242a0b30084aa9cfd41e2919cdc7b98da8a5ff019c49b596e2,0,0,0,2026-05-27
N-202605263749506765,2026-05-26 12:04:53,深圳“十五五”规划纲要：大力发展人工智能终端、具身智能机器人等一批新兴支柱产业,大力发展人工智能终端、低空经济、具身智能机器人、海洋经济、商业航天等一批新兴支柱产业。加快人工智能手机和电脑、智能家居、智能穿戴等新一代智能终端研发应用，积极推动全身智能、全车智能、全屋智能规模化应用。,界面新闻,http://finance.eastmoney.com/a/202605263749506765.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.116977+00:00,7af95fb77cb54dbefdf1384a65fc8f40dc807848646e05085b53bdd70c929ee6,0,0,0,2026-05-27
N-202605263749485773,2026-05-26 13:25:27,航空航天ETF华夏(159227)成交额超3亿元，低空物流大规模商业化爆发在即,在近日举办的2026世界无人机大会上，与会嘉宾认为，作为低空经济中落地最快的场景，低空物流正从常态化运营向商业盈利过渡，未来两到三年有望迎来全面爆发。,界面新闻,http://stock.eastmoney.com/a/202605263749485773.html,industry_commentary,eastmoney_search,2026-06-15T14:24:36.412409+00:00,86e2ed3a34143898932ca57427c85fcc8f3af3d70e5a994b59fda26736178ace,0,0,1,2026-05-27
N-202605263749612133,2026-05-26 15:27:17,湖北荆门发挥通航产业优势 做大做强低空经济,此外，荆门还将优化空域供给和管理，培育多层次低空人才，继续创办滑翔伞世界杯、全国跳伞锦标赛、全国航模竞赛、城市无人机超级联赛等一系列低空赛事，全方位助力低空经济发展。(完),中国新闻网,http://finance.eastmoney.com/a/202605263749612133.html,fundamental_event,eastmoney_search,2026-06-15T14:24:31.896227+00:00,6a1a0df842a4d29fbe885a44111cb82d503432db98c1af21cc68a3c099af904b,0,0,0,2026-05-27
N-202605263749685534,2026-05-26 16:26:00,创新“深”态第64期丨三瑞智能：以动力芯筑壁垒 以创新驭低空新蓝海,低空经济与人形机器人产业浪潮奔涌，动力系统正成为决定智能装备高度的“核心心脏”。今年4月，三瑞智能登陆深交所创业板，以十余年技术深耕完成关键一跃。,证券时报网,http://finance.eastmoney.com/a/202605263749685534.html,industry_commentary,eastmoney_search,2026-06-15T14:24:36.412409+00:00,b0549eaba902f2c8737035883c36d646c5775298006f527c2c9336a8d062017f,2,0,0,2026-05-27
N-202605263749803429,2026-05-26 17:55:00,南财V快评：广东十五五 把日子过好,传统产业数字化升级，新能源、智能网联汽车、低空经济做强万亿集群；口岸经济、银发经济、首发经济同步发力，新机会越来越多。,21世纪经济报道,http://finance.eastmoney.com/a/202605263749803429.html,industry_commentary,eastmoney_search,2026-06-15T14:24:38.363630+00:00,d893fe19a584a9d1fabb136172d32d617142c27f628f6064db96577131719ec7,0,0,0,2026-05-27
N-202605263749890120,2026-05-26 20:28:45,深圳“十五五”规划纲要：到2030年，战略性新兴产业增加值超2.3万亿元,《规划纲要》还提到，大力发展人工智能终端、低空经济、具身智能机器人、海洋经济、商业航天等一批新兴支柱产业。加快人工智能手机和电脑、智能家居、智能穿戴等新一代智能终端研发应用，积极推动全身智能、全车智能、全屋智能规模化应用。,中国证券报·中证金牛座,http://finance.eastmoney.com/a/202605263749890120.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.412409+00:00,618b35cf29bc9cb658e926ec1957b34c031b6fa8464a15f35d6e612e68670581,0,0,0,2026-05-27
N-202605263749928225,2026-05-26 21:07:36,广东省社科院向晓梅：科技创新赋能广东海洋产业“优旧育新”,推进海洋经济与低空经济、商业航天等业态融合发展。 广东省社会科学院原副院长、广东省“十五五”发展规划专家委员会委员向晓梅在发布会现场接受记者采访时表示，优旧育新一方面是对海洋的传统优势产业进行优化提升，通过新技术提升传统优势产业的整体发展水平。,21世纪经济报道,http://finance.eastmoney.com/a/202605263749928225.html,fundamental_event,eastmoney_search,2026-06-15T14:24:38.051110+00:00,8e3777b7a6086d116aa5fc8edcd01c9683497b305d469ba2084a9225151db9e4,1,0,0,2026-05-27
N-202605263749982625,2026-05-26 21:30:37,塞尔维亚与汇天就低空领域达成合作意向,5月26日，塞尔维亚总统武契奇一行与中国低空经济企业汇天就低空领域达成合作意向，计划以“2027贝尔格莱德世博会”为核心契机，共同打造中东欧首个国家级低空经济智慧示范区，建成集研发测试、示范运营、人才培训、标准输出于一体并辐射欧洲的低空经济枢纽。,界面新闻,http://finance.eastmoney.com/a/202605263749982625.html,industry_commentary,eastmoney_search,2026-06-15T14:24:35.513273+00:00,aeee6b7276a3c5cb4d0cf97c3f93db2c67748af19b564ec3d91603631dda2d48,0,0,1,2026-05-27
N-202605263749990883,2026-05-26 21:53:13,千亿市值芯片企业完成IPO辅导，拟登陆创业板,2025年，宸芯科技实现营业收入4.79亿元，同比增长39.08%，主要原因为低空经济领域产品销量提升，以及芯片定制服务收入规模增长所致。当年实现归母净利润-1.42亿元，较上年亏损扩大70.68%。,大河财立方,http://finance.eastmoney.com/a/202605263749990883.html,industry_commentary,eastmoney_search,2026-06-15T14:24:38.051110+00:00,5cd28958f3c390f1968b39ecebd03df8505a622bf5368d52604ff208314c366f,2,1,1,2026-05-27
N-202605263750063527,2026-05-26 23:00:00,2026济南市低空经济产业生态协同发展推介会在北京举行,人民财讯5月26日电，据济南市投促局消息，5月26日，2026济南市低空经济产业生态协同发展推介会在北京举办。活动旨在深化京济产业协同，对接首都科创资源，加快低空经济产业集聚，打造北方低空经济发展高地。本次活动汇聚北京低空领域企业一百一十余家，现场达成9个项目签约。,人民财讯,http://finance.eastmoney.com/a/202605263750063527.html,fundamental_event,eastmoney_search,2026-06-15T14:24:31.896227+00:00,ee484189fab5a475ef5c7374e712095419db76b65a1b4169dfa2aa544acf44af,1,0,0,2026-05-27
N-202605273750111830,2026-05-27 06:08:56,国产600公斤推力级涡扇发动机首飞,此次首飞初步验证了该型发动机在真实飞行条件下的可靠性与成熟度，将为低空经济发展提供强劲动力支撑。 此次首飞成功，意味着我国1.5吨至4吨级各类无人机动力选型拥有了性能强劲、自主可控的优选方案，显著提升我国中小型高端民用无人机场景适配能力，为通用航空事业发展注入新动力。,人民日报,http://finance.eastmoney.com/a/202605273750111830.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.733990+00:00,701ae160223ce7d0806db743b09143a547e7a4c1d10f602c3b1586a5fc90b067,0,0,0,2026-05-28
N-202605273750351097,2026-05-27 08:46:00,5万亿背后：深圳“十五五”的三大突围信号,以《规划纲要》中着墨较多的低空经济为例，宋向清告诉记者，当前低空经济从“示范”到“支柱”仍面临空域管理体制改革滞后的最大堵点，低空空域划分碎片化、审批流程繁琐、跨部门协同机制不完善，适飞空域占比偏低，无法支撑大规模、常态化飞行，直接制约低空经济场景落地与产业运力释放。,21世纪经济报道,http://finance.eastmoney.com/a/202605273750351097.html,fundamental_event,eastmoney_search,2026-06-15T14:24:38.051110+00:00,bbfedbe1a315a48d2ede8af181225e58feeee067a04c521ff4ef59743b65c29f,0,0,0,2026-05-28
N-202605273750351880,2026-05-27 08:50:07,汽车早报【5月27日】,深圳“十五五”规划纲要：大力发展人工智能终端、低空经济、具身智能机器人等新兴支柱产业 5月26日，《深圳市国民经济和社会发展第十五个五年规划纲要》发布，其中提出，抢抓风口赛道重要机遇。大力发展人工智能终端、低空经济、具身智能机器人、海洋经济、商业航天等一批新兴支柱产业。,财联社,http://finance.eastmoney.com/a/202605273750351880.html,fundamental_event,eastmoney_search,2026-06-15T14:24:38.051110+00:00,5b885f7b24baa3ca5307e51d4ad060555d378548a2b487bdfa18744393eef177,0,0,0,2026-05-28
N-202605273751047975,2026-05-27 09:14:00,全国首个“AI产业共保体”来了，填补大模型“系统性可保”空白,而在下游应用端，保险覆盖进一步延伸至智能驾驶、无人智能设备、低空经济、生物医药等四个细分领域。,21世纪经济报道,http://finance.eastmoney.com/a/202605273751047975.html,industry_commentary,eastmoney_search,2026-06-15T14:24:36.412409+00:00,a798b74f73155cb6f99edca2a8dfe41e455dc634134592211b9363f98fe075b2,0,0,0,2026-05-28
N-202605273750862858,2026-05-27 10:18:18,探馆2026世界智能产业博览会：AI如何“长出身体”？,如今，它正从电力巡检走向城市与文旅，为低空经济增添一抹灵动的亮色。 而在水下机器人展区，深之蓝带来了覆盖“玩”与“用”的多款产品。流线型水下推进器可以载着人在水中自由穿梭，堪称酷炫的“水下坐骑”。,中国新闻网,http://finance.eastmoney.com/a/202605273750862858.html,industry_commentary,eastmoney_search,2026-06-15T14:24:38.051110+00:00,a9154312cbcdda3eabb1f84007d6eb4602ae97bd7a181effe97c8222b9399178,0,0,0,2026-05-28
N-202605273750923340,2026-05-27 10:39:00,司法部武增：今年将制定全国统一大市场建设条例，加快推进人工智能健康发展综合性立法,二是促进科技创新、推动科技强国建设，加快推进人工智能健康发展综合性立法、低空经济立法等。三是保障改善民生，制定实施供水、药品管理、住房安全管理、道路运输管理等方面的行政法规。四是进一步加强涉外立法，将修改海关法、对外劳务合作管理条例等法律法规。,证券时报网,http://finance.eastmoney.com/a/202605273750923340.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.117979+00:00,acae92e47eb2d1fee97193fb04d186bf1baba4ac564a249e6d555d2b0e94c5e7,2,0,0,2026-05-28
N-202605273751125561,2026-05-27 10:39:55,机构看好机器人板块行情演绎，规模超两百亿的机器人ETF华夏(562500)交投活跃，盘中成交超5亿,消息面上，《深圳市国民经济和社会发展第十五个五年规划纲要》发布，其中提出，大力发展人工智能终端、低空经济、具身智能机器人、海洋经济、商业航天等一批新兴支柱产业。 中信建投研报认为，机器人是AI最好的物理载体之一，看好板块行情演绎。,界面新闻,http://stock.eastmoney.com/a/202605273751125561.html,fundamental_event,eastmoney_search,2026-06-15T14:24:38.052118+00:00,2dd1d5fac3d731bbcd600e5dc3a041aa28118695b8e64afebd829634846d96f8,0,0,0,2026-05-28
N-202605273750919028,2026-05-27 10:44:17,我国将加快研究推进人工智能健康发展综合性立法、低空经济立法等,加快研究推进人工智能健康发展综合性立法，低空经济立法等。 三是保障和改善民生，更好满足人民群众在食住医行方面法治需求。制定实施供水、药品、住房安全、医疗、道路运输等方面行政法规。 四是进一步加强涉外立法，保障高水平对外开放。,财联社,http://finance.eastmoney.com/a/202605273750919028.html,industry_commentary,eastmoney_search,2026-06-15T14:24:31.896227+00:00,77bb9d3c660ed3b6d7a5cf626b37abd28663a5d076a72f57865e969885bd2920,0,0,0,2026-05-28
N-202605273751111758,2026-05-27 10:51:39,卫星二十四号发射升空，商业航天多维度强共振，航空航天ETF华夏(159227)近5日净流入2.76亿,航空航天ETF华夏(159227)：规模位居同类第一，紧密跟踪国证航天指数，成分股覆盖战斗机、航空发动机、火箭、导弹、卫星、雷达等全产业链龙头，完美契合“空天一体”的战略方向，涵盖大飞机、商业航天、低空经济等新兴领域，商业航天含量高达70%。,界面新闻,http://stock.eastmoney.com/a/202605273751111758.html,industry_commentary,eastmoney_search,2026-06-15T14:24:38.051110+00:00,f5e7037852d0f08313b355d951b021711bd3f03f33e9d2120b297d099dc0bab9,0,0,0,2026-05-28
N-202605273751012793,2026-05-27 11:30:00,低空飞行赛道巨头沃兰特航空，完成新一轮10亿级融资,政府工作报告将低空经济列为与集成电路、航空航天、生物医药并列的“新兴支柱产业”。这是低空经济连续三年被写入政府工作报告，定位从最初的“新增长引擎”升级至“支柱产业”。,中国基金报,http://finance.eastmoney.com/a/202605273751012793.html,fundamental_event,eastmoney_search,2026-06-15T14:24:35.833081+00:00,368022b822ec3878932f801c8c29d878f3d173119cd9392ce08eb8c97c1e3125,1,0,0,2026-05-28
N-202605273751011096,2026-05-27 11:40:04,中国民航局局长宋志勇：加快构建新型低空基础设施体系 让低空经济飞得起来、落得下、飞得好,中国民用航空局党组书记、局长宋志勇5月27日在《学习时报》发表文章称，推动低空经济健康有序发展。宋志勇指出，聚焦基础先行，做到固牢固稳。加快构建新型低空基础设施体系，让低空经济飞得起来、落得下、飞得好。,财联社,http://finance.eastmoney.com/a/202605273751011096.html,industry_commentary,eastmoney_search,2026-06-15T14:24:32.203196+00:00,5bf15f97f60a09228ff72b47ca3ca0e0b937311004c23b49f8d11c70a795508a,0,0,0,2026-05-28
N-202605273751017016,2026-05-27 11:49:06,司法部：加快推进人工智能健康发展综合性立法、低空经济立法,加快推进人工智能健康发展综合性立法、低空经济立法等。三是保障改善民生，为更好满足人民群众在食住衣行方面需求提供法治保障。制定实施供水、药品、住房安全、医疗、道路运输等方面的行政法规。四是进一步加强涉外立法，保障高水平对外开放。,中国证券报·中证金牛座,http://finance.eastmoney.com/a/202605273751017016.html,industry_commentary,eastmoney_search,2026-06-15T14:24:31.896227+00:00,d9a0841c49c791d484255f86090f66dd62adeae5e678f6772906eb2da7ff4983,0,0,0,2026-05-28
N-202605273751018056,2026-05-27 12:02:46,5月27日午间新闻精选,3、我国将加快研究推进人工智能健康发展综合性立法、低空经济立法等。 4、三星电子工会5月27日表示，工会成员已批准上周劳资双方达成的初步薪资协议，投票支持率为73.7%。,财联社,http://finance.eastmoney.com/a/202605273751018056.html,industry_commentary,eastmoney_search,2026-06-15T14:24:36.412409+00:00,ad8684c21fe69625a300d5f26fdcea78b72b1a1d93335207a0a6740edb82f160,1,0,0,2026-05-28
N-202605273751024111,2026-05-27 12:25:28,小鹏汽车入选广东省战略性新兴产业投资引导基金首批签约项目,小鹏将坚定走自主研发之路，持续加大科研投入，全力攻克物理AI核心技术，在基金支持下，让低空经济“飞”起来、自动驾驶“跑”起来、具身智能“用”起来，将创新技术转化为真实产业力量。,财联社,http://finance.eastmoney.com/a/202605273751024111.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.116977+00:00,ed88287a58a48ffd78c8cc2ae7914c34f12728721656b6859a02fdd6486bf1bc,3,0,0,2026-05-28
N-202605273751044349,2026-05-27 12:59:00,司法部：今年将制定全国统一大市场建设条例，加快推进人工智能健康发展综合性立法,一是制定全国统一大市场建设条例，以法律制度刚性破除阻碍全国统一大市场建设卡点、堵点；二是促进科技创新、推动科技强国建设，加快推进人工智能健康发展综合性立法、低空经济立法等；三是保障改善民生，为更好满足人民群众在食住衣行方面需求提供法治保障，制定实施供水、药品、住房安全、医疗、道路运输等方面的行政法规,上海证券报·中国证券网,http://finance.eastmoney.com/a/202605273751044349.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.117979+00:00,3607ef4eb5b00832de2bae92b47fbe1e655c770cc86d761451a7ae48fdd37771,2,0,0,2026-05-28
N-202605273751046665,2026-05-27 13:02:40,江苏省成立航空航天产业联盟,据悉，该联盟整合全省产业资源，集聚省内火箭制造、发射服务、卫星制造、卫星载荷及零部件、地面设备、行业应用等企业，南京大学、东南大学、紫金山实验室、江苏省电子信息产品质量监督检验研究院等高校院所，赛迪研究院、中国信通院等智库机构，省高投、相关产业投资基金等投融资机构，聚焦大飞机、低空经济,第一财经,http://finance.eastmoney.com/a/202605273751046665.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.117979+00:00,c2e2d501244a8c9a69bcb0bf509c10bd700e09faba383ce1eb8efed782619cf9,0,0,0,2026-05-28
N-202605273751091047,2026-05-27 13:14:45,低空经济再迎政策利好，航空航天ETF华夏(159227)盘中成交额超2亿元,消息面上，中国民用航空局相关负责人发文称，推动低空经济健康有序发展。加快构建新型低空基础设施体系，让低空经济飞得起来、落得下、飞得好。,界面新闻,http://stock.eastmoney.com/a/202605273751091047.html,fundamental_event,eastmoney_search,2026-06-15T14:24:32.203196+00:00,67fd0216b204e6de12e6eecfcabe2ff66699d19bd032fb204ce3c16f944146f0,1,0,0,2026-05-28
N-202605273751104976,2026-05-27 13:29:20,司法部：今年将制定全国统一大市场建设条例，推进人工智能、低空经济立法,二是促进科技创新，推动科技强国建设，加快推进人工智能健康发展综合性立法、低空经济立法等。三是保障改善民生，为更好满足人民群众在食住衣行方面需求提供法治保障，制定实施供水、药品、住房安全、医疗、道路运输等方面的行政法规。,上观新闻,http://finance.eastmoney.com/a/202605273751104976.html,fundamental_event,eastmoney_search,2026-06-15T14:24:32.203196+00:00,ff1adf5e0f3e40333608f8bf3825db791688bcef45da0bb4fa2781a6b69274cf,2,0,0,2026-05-28
N-202605273751102686,2026-05-27 13:29:59,首款产品已获超1900架订单 沃兰特航空一月内完成第二笔大额融资,据了解，沃兰特航空在创立之初，就明确了以本土化与全球化“双轮驱动”的核心市场战略，依托“扎根上海、覆盖全国、走向全球”战略布局低空经济领域。,中国经营报,http://finance.eastmoney.com/a/202605273751102686.html,fundamental_event,eastmoney_search,2026-06-15T14:24:36.412409+00:00,89009e9713f969d45a87aef81b7422d4e8df3bc0b4ebefffcb3ca2d19be00641,0,0,0,2026-05-28
N-202605273751207042,2026-05-27 13:59:00,低空经济融资热度不减 沃兰特完成近10亿元C+轮融资,低空经济已连续三年被写入政府工作报告，定位从最初的“新增长引擎”逐年拔高至“支柱产业”。在今年的政府工作报告中，低空经济被明确列为与集成电路、航空航天、生物医药并列的“新兴支柱产业”。 从市场潜力来看，低空经济正处于高速发展阶段，并向万亿级规模进发。,证券时报网,http://finance.eastmoney.com/a/202605273751207042.html,fundamental_event,eastmoney_search,2026-06-15T14:24:31.896227+00:00,f8a99511b51b2a83c72f1a5e9737c18ff5cd3c157c1c4232d70f44116912988c,1,0,0,2026-05-28
N-202605273751263637,2026-05-27 15:19:00,鼎汉智飞获海珠区首个低空经济重点示范项目,人民财讯5月27日电，近日，北京鼎汉技术集团股份有限公司（简称“鼎汉技术”）下属子公司广东鼎汉智飞技术有限公司（简称“鼎汉智飞”）成功获批海珠区首个低空经济重点示范项目——海珠区低空通信感知新型专网设施项目。,证券时报网,http://finance.eastmoney.com/a/202605273751263637.html,fundamental_event,eastmoney_search,2026-06-15T14:24:31.896227+00:00,a9e8167dcb660835760ba24a5efb28f6e79e0b85bd7df1a944831b850e7d14b6,1,0,0,2026-05-28
N-202605273751266483,2026-05-27 15:25:59,航空航天ETF华夏(159227)今日成交额超3亿元，eVTOL企业沃兰特航空完成约10亿元C+轮融资,市场规模方面，以低空经济示范区深圳为例，2030年eVTOL低空载客运营规模有望达百亿级，行业增长空间广阔；未来随着向更多城市渗透，发展空间可期。,界面新闻,http://stock.eastmoney.com/a/202605273751266483.html,fundamental_event,eastmoney_search,2026-06-15T14:24:35.833081+00:00,4c68f8b4af10d6e928cbbe884696ac5d7782f4e4ff7bbd4717949c4c11e66fed,1,0,1,2026-05-28
N-202605273751283520,2026-05-27 15:49:00,“十五五”法治划重点！加快推进人工智能、低空经济领域立法,加快推进人工智能健康发展综合性立法、低空经济立法等。 三是保障改善民生，为更好满足人民群众在食住衣行方面需求提供法治保障。制定实施供水、药品、住房安全、医疗、道路运输等方面的行政法规。 四是进一步加强涉外立法，保障高水平对外开放。,21世纪经济报道,http://finance.eastmoney.com/a/202605273751283520.html,industry_commentary,eastmoney_search,2026-06-15T14:24:31.896227+00:00,e36854a0e70e038eb1363dc468544dc974ed383c2966f956a223ebb870812f1c,0,0,0,2026-05-28
N-202605273751313124,2026-05-27 16:18:06,突破动力瓶颈 欣旺达氢动力产品助力工业低空场景升级,新华财经上海5月27日电（记者魏雨田）近年来，低空经济纳入国家战略性新兴产业，工业无人机作为低空经济的核心应用载体，市场需求持续爆发。但行业长期受限于传统锂电动力短板，普遍存在续航短、低温性能差等痛点。,新华财经,http://finance.eastmoney.com/a/202605273751313124.html,industry_commentary,eastmoney_search,2026-06-15T14:24:35.833081+00:00,dd35249472d38c6a44d3bddb15cc6040578212e446a91e8bcf5bb283dcdaa479,1,0,0,2026-05-28
N-202605273751360622,2026-05-27 16:54:48,把握“十五五”窗口期，朗进科技助力轨交空调行业高质量发展,立足主业、多元拓展，朗进科技积极抢抓低空经济发展机遇，前瞻布局新型交通热管理赛道，与行业头部主机厂深度合作，研发的综合热管理系统、域控制系统已完成样机试飞，后续将稳步推进适航认证与产业化落地。,界面新闻,http://finance.eastmoney.com/a/202605273751360622.html,fundamental_event,eastmoney_search,2026-06-15T14:24:38.362615+00:00,b90bb2e591be444d6b8916e68d5c41ee773150184ec935f20cd45bc6e3bababb,0,0,0,2026-05-28
N-202605273751359641,2026-05-27 16:59:08,大家保险：2025年末科技领域投资余额达550.2亿元,低空经济作为新质生产力重要赛道，正加速产业化落地。,新华财经,http://finance.eastmoney.com/a/202605273751359641.html,industry_commentary,eastmoney_search,2026-06-15T14:24:38.051110+00:00,f79add3b5b5a3fe111a375afbfa00ae63a1fd52b17d6b8fa7ab92fb826c16b61,0,0,0,2026-05-28
N-202605273751680794,2026-05-27 18:00:00,直通部委｜我国将加快研究推进人工智能健康发展综合性立法、低空经济立法,加快研究推进人工智能健康发展综合性立法，低空经济立法等。三是保障和改善民生，更好满足人民群众在食住医行方面法治需求。制定实施供水、药品、住房安全、医疗、道路运输等方面行政法规。四是进一步加强涉外立法，保障高水平对外开放。,界面新闻,http://finance.eastmoney.com/a/202605273751680794.html,industry_commentary,eastmoney_search,2026-06-15T14:24:31.896227+00:00,ec33244868c45272eeb7dc4b69669c68c27fedb2b79fb14c53c9ddf29eefb03e,0,0,0,2026-05-28
