event_id,art_code,ts_code,name,event_date,event_type,direction,relevance_score,domain_hits,title,evidence_span,event_chain_id,is_progress_update,confidence,extraction_method,review_status,eligible_for_labeling,information_trade_date
C-AN202304131585425626,AN202304131585425626,600038.SH,中直股份,2023-04-14,project_investment,positive,1.0,"[""直升机""]",中直股份:中航直升机股份有限公司关于重大资产重组涉及军工事项审查获得国家国防科技工业局批复的公告,"证券代码：600038     证券简称：中直股份      编号：2023-022



              中航直升机股份有限公司
          关于重大资产重组涉及军工事项审查
          获得国家国防科技工业局批复的公告

   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈
 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。",eb64fb6a73cef4,False,0.55,rule_baseline,pending_human_review,True,2023-04-17
C-AN202304271585951470,AN202304271585951470,688070.SH,纵横股份,2023-04-28,project_investment,positive,0.55,"[""无人机"", ""飞行""]",纵横股份:国泰君安证券股份有限公司关于成都纵横自动化技术股份有限公司与关联方共同投资设立公司暨关联交易的核查意见,"国泰君安证券股份有限公司
       关于成都纵横自动化技术股份有限公司
   与关联方共同投资设立公司暨关联交易的核查意见

  国泰君安证券股份有限公司（以下简称“国泰君安”或“保荐机构”）作为
成都纵横自动化技术股份有限公司（以下简称“纵横股份”或“公司”）首次公
开发行股票并在科创板上市的保荐机构，根据《证券发行上市保荐业务管理办法》、
《上海证券交易所科创板股票上市规则》以及《科创板上市公司持续监管办法（试
行）》等法律法规，对纵横股份与关联方共同投资设立公司暨关联交易的事项进
行了审慎核查，具体核查情况如下：

  一、关联交易概述

  公司根据发展战略需要，已经引入专业人才团队推进大载重无人机产品的研
发，为进一步深化公司与专业人才团队的利益绑定，该等员工团队已搭建持股平
台，并拟与公司共同出资新设控股子公司推进相关产品研发，从而为公司创造新
的业务增长点，不断提升公司的核心竞争力。",e013a826915c97,False,0.55,rule_baseline,pending_human_review,True,2023-05-04
C-AN202304271585951469,AN202304271585951469,688070.SH,纵横股份,2023-04-28,project_investment,positive,0.55,"[""无人机"", ""飞行""]",纵横股份:关于与关联方共同投资设立公司暨关联交易的公告,"三、关联交易标的的基本情况
     1、企业名称：成都云龙无人机科技有限公司（暂定名，最终以市场监督管
理部门核准的名称为准）
     2、企业性质：有限责任公司
     3、注册资本：5,000.00 万元人民币
     4、经营范围：智能无人飞行器研发、制造、销售；",7e22f4a023a120,False,0.55,rule_baseline,pending_human_review,True,2023-05-04
C-AN202305081586379930,AN202305081586379930,600038.SH,中直股份,2023-05-09,project_investment,positive,1.0,"[""直升机""]",中直股份:中航直升机股份有限公司关于重大资产重组的进展公告,"证券代码：600038       证券简称：中直股份    编号：2023-027



               中航直升机股份有限公司
              关于重大资产重组的进展公告

   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈
 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。",6a4e136ce98fca,True,0.55,rule_baseline,pending_human_review,True,2023-05-10
C-AN202306011587464512,AN202306011587464512,688070.SH,纵横股份,2023-06-02,product_technology,positive,0.55,"[""无人机"", ""飞行""]",纵横股份:关于新产品研发进展的自愿性披露公告,"）首次公开发行股票募集资
  成都纵横自动化技术股份有限公司（以下简称“公司”
金投资项目“研发中心建设项目”中的专项研发产品“大载重无人机系统”于近日顺
利完成首次飞行测试，现将相关事项内容公告如下：
  一、产品的基本情况
  为完善公司产品体系，满足下游市场增长需求，公司积极开展吨级以下新型无人
机系统的产品研究与技术探索。",516e4ec8912886,True,0.55,rule_baseline,pending_human_review,True,2023-06-05
C-AN202306081590582489,AN202306081590582489,600038.SH,中直股份,2023-06-09,project_investment,positive,1.0,"[""直升机""]",中直股份:中航直升机股份有限公司关于重大资产重组的进展公告,"证券代码：600038       证券简称：中直股份    编号：2023-031



               中航直升机股份有限公司
              关于重大资产重组的进展公告

   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈
 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。",6a4e136ce98fca,True,0.55,rule_baseline,pending_human_review,True,2023-06-12
C-AN202307071592097503,AN202307071592097503,600038.SH,中直股份,2023-07-08,project_investment,positive,1.0,"[""直升机""]",中直股份:中航直升机股份有限公司关于重大资产重组的进展公告,"证券代码：600038       证券简称：中直股份    编号：2023-033



               中航直升机股份有限公司
              关于重大资产重组的进展公告

   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈
 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。",6a4e136ce98fca,True,0.55,rule_baseline,pending_human_review,True,2023-07-10
C-AN202307181592392768,AN202307181592392768,600038.SH,中直股份,2023-07-19,project_investment,positive,0.5,"[""直升机""]",中直股份:中直股份董事会关于本次交易相关主体不存在《上市公司监管指引第7号——上市公司重大资产重组相关股票异常交易监管》第十二条规定情形的说明,"中航直升机股份有限公司董事会

关于本次交易相关主体不存在《上市公司监管指引第 7 号——上

     市公司重大资产重组相关股票异常交易监管》

            第十二条规定情形的说明

  中航直升机股份有限公司拟发行股份购买中国航空工业集团有限公司、中国
航空科技工业股份有限公司合计持有的昌河飞机工业（集团）有限责任公司 100%
股权、哈尔滨飞机工业集团有限责任公司 100%股权并发行 A 股股票募集配套资
金（以下简称“本次交易”）。",49d904aaf8ee70,False,0.55,rule_baseline,pending_human_review,True,2023-07-20
C-AN202307181592392771,AN202307181592392771,600038.SH,中直股份,2023-07-19,project_investment,positive,0.5,"[""直升机""]",中直股份:中直股份董事会关于本次交易符合《上市公司监管指引第9号——上市公司筹划和实施重大资产重组的监管要求》第四条的说明,"中航直升机有限公司董事会

关于本次交易符合《上市公司监管指引第9号——上市公司筹划和实施

          重大资产重组的监管要求》第四条的说明
  中航直升机股份有限公司（以下简称“公司”）拟以发行股份方式购买中国航空
科技工业股份有限公司（以下简称“中航科工”）与中国航空工业集团有限公司（以
下简称“航空工业集团”）所持昌河飞机工业（集团）有限责任公司（以下简称“昌
飞集团”）100%的股权和中航科工与航空工业集团所持哈尔滨飞机工业集团有限责
任公司（以下简称“哈飞集团”）100%的股权（以下简称“标的资产”），并募集配
套资金（以下简称“本次交易”）。",1e2f694b896840,False,0.55,rule_baseline,pending_human_review,True,2023-07-20
C-AN202307181592392742,AN202307181592392742,600038.SH,中直股份,2023-07-19,project_investment,positive,0.55,"[""直升机""]",中直股份:大华会计师事务所关于中航直升机股份有限公司重大资产重组前发生“业绩变脸”或本次重组存在拟置出资产情形相关事项之专项核查说明,"（2）营业成本
  2021 年，中直股份公司实现营业成本 1,908,084.81 万元，比上年
同期增加 9.66%，主要原因系 2021 年公司航空产品交付量同比增加。",7deec27a16001f,False,0.55,rule_baseline,pending_human_review,True,2023-07-20
C-AN202307181592392752,AN202307181592392752,600038.SH,中直股份,2023-07-19,project_investment,positive,0.5,"[""直升机""]",中直股份:中直股份董事会关于本次重大资产重组履行法定程序的完备性、合规性及提交的法律文件的有效性的说明,"中航直升机股份有限公司董事会

关于本次重组履行法定程序的完备性、合规性及提交法律文件的

                   有效性的说明
  中航直升机股份有限公司（以下简称“公司”）拟以发行股份方式购买中国
航空科技工业股份有限公司（以下简称“中航科工”）所持昌河飞机工业（集团）
有限责任公司（以下简称“昌飞集团”）92.43%的股权和哈尔滨飞机工业集团有
限责任公司（以下简称“哈飞集团”）80.79%的股权，拟以发行股份方式购买中
国航空工业集团有限公司（以下简称“航空工业集团”）所持昌飞集团 7.57%的股
权和哈飞集团 19.21%的股权。",9d8eed04f6eeb9,False,0.55,rule_baseline,pending_human_review,True,2023-07-20
C-AN202307181592392753,AN202307181592392753,600038.SH,中直股份,2023-07-19,market_risk,negative,0.7500000000000001,"[""直升机""]",中直股份:中航直升机股份有限公司关于本次交易事项的一般风险提示性公告,"证券代码：600038     证券简称：中直股份      公告编号：2023-038


              中航直升机股份有限公司
        关于本次交易事项的一般风险提示性公告

  本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述
或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。",e7c517a1d73838,False,0.55,rule_baseline,pending_human_review,True,2023-07-20
C-AN202308081593503549,AN202308081593503549,600038.SH,中直股份,2023-08-09,project_investment,positive,1.0,"[""直升机""]",中直股份:中航直升机股份有限公司关于重大资产重组的进展公告,"证券代码：600038       证券简称：中直股份    编号：2023-039

               中航直升机股份有限公司
              关于重大资产重组的进展公告

   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈
 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。",6a4e136ce98fca,True,0.55,rule_baseline,pending_human_review,True,2023-08-10
C-AN202309201599486542,AN202309201599486542,600038.SH,中直股份,2023-09-21,project_investment,positive,1.0,"[""直升机""]",中直股份:中航直升机股份有限公司关于重大资产重组事项获得国务院国资委批复的公告,"证券代码：600038    证券简称：中直股份      编号：2023-050



         中航直升机股份有限公司
   关于重大资产重组事项获得国务院国资委批复的公告

   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈
 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。",7cd0b6498267bf,False,0.55,rule_baseline,pending_human_review,True,2023-09-22
C-AN202309271600020545,AN202309271600020545,600038.SH,中直股份,2023-09-28,order_contract,positive,1.0,"[""直升机""]",中直股份:中航直升机股份有限公司关于签订直升机购销合同的公告,"证券代码：600038      证券简称：中直股份   公告编号：2023-051




              中航直升机股份有限公司
         关于签订直升机购销合同的公告

    本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述
或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。",94c603e3e3ab24,False,0.55,rule_baseline,pending_human_review,True,2023-10-09
C-AN202312181614445909,AN202312181614445909,600038.SH,中直股份,2023-12-18,project_investment,positive,0.5,"[""直升机""]",上海证券交易所并购重组审核委员会2023年第10次审议会议公告,"现将有关
事项公告如下：


  一、参会重组委委员
  刘连起   陈汉英   明丽   金俊超   楚晋宏
  二、审议的发行人
  中航直升机股份有限公司（发行股份购买资产）




                         上海证券交易所
                     并购重组审核委员会
                     2023 年 12 月 18 日",5499b860f38098,False,0.55,rule_baseline,pending_human_review,True,2023-12-19
C-AN202312181614448731,AN202312181614448731,600038.SH,中直股份,2023-12-19,project_investment,positive,1.0,"[""直升机""]",中直股份:中航直升机股份有限公司关于上海证券交易所并购重组审核委员会审核公司发行股份购买资产并募集配套资金暨关联交易事项会议安排的公告,"证券代码：600038      证券简称：中直股份    编号：2023-069



              中航直升机股份有限公司
    关于上海证券交易所并购重组审核委员会审核公司
发行股份购买资产并募集配套资金暨关联交易事项会议安排的
                  公告

   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈
 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。",57fd5c5392d0c1,False,0.55,rule_baseline,pending_human_review,True,2023-12-20
C-AN202312251614890857,AN202312251614890857,600038.SH,中直股份,2023-12-25,project_investment,positive,0.5,"[""直升机""]",上海证券交易所并购重组审核委员会2023年第10次审议会议结果公告,"上海证券交易所并购重组审核委员会
      2023 年第 10 次审议会议
            结果公告

  上海证券交易所并购重组审核委员会 2023 年第 10 次审议会
议于 2023 年 12 月 25 日召开，现将会议审议情况公告如下：
  一、审议结果
  中航直升机股份有限公司（发行股份购买资产）：本次交易
符合重组条件和信息披露要求。",2ceaa8fd8a1427,False,0.55,rule_baseline,pending_human_review,True,2023-12-26
C-AN202312251614894376,AN202312251614894376,600038.SH,中直股份,2023-12-26,project_investment,positive,1.0,"[""直升机""]",中直股份:中航直升机股份有限公司关于公司发行股份购买资产事项获得上海证券交易所并购重组审核委员会审核通过的公告,"证券代码：600038       证券简称：中直股份    编号：2023-070



               中航直升机股份有限公司
              关于公司发行股份购买资产事项
  获得上海证券交易所并购重组审核委员会审核通过的公告

   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈
 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。",9260bb6ca0f7fd,False,0.55,rule_baseline,pending_human_review,True,2023-12-27
C-AN202401041616339965,AN202401041616339965,000099.SZ,中信海直,2024-01-05,government_support,positive,1.0,"[""直升机"", ""通用航空"", ""通航""]",中信海直:关于控股子公司海直通航获得2024年通用航空发展专项资金的公告,"证券代码：000099    证券简称：中信海直      公告编号：2024-001




           中信海洋直升机股份有限公司
           关于控股子公司海直通航获得
        2024 年通用航空发展专项资金的公告
  本公司及董事会全体成员保证信息披露的内容真实、准确和完整，没有虚假
记载、误导性陈述或重大遗漏。",a7ed070fd59752,False,0.55,rule_baseline,pending_human_review,True,2024-01-08
C-AN202402051620568507,AN202402051620568507,688297.SH,中无人机,2024-02-06,performance,mixed,0.7500000000000001,"[""无人机""]",中无人机:中无人机2023年度业绩快报公告,"证券代码：688297          证券简称：中无人机                    公告编号：2024-002



          中航（成都）无人机系统股份有限公司
                 2023 年度业绩快报公告


  本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗

漏，并对其内容的真实性、准确性和完整性承担法律责任。",a5835219a6abf6,False,0.55,rule_baseline,pending_human_review,True,2024-02-07
C-AN202404281631542642,AN202404281631542642,688297.SH,中无人机,2024-04-29,strategic_cooperation,positive,1.0,"[""无人机"", ""机场"", ""飞行""]",中无人机:中无人机关于签订合作框架协议的公告,（3）乙方在自贡基地全力打造大型无人机批量化生产、试飞、交付和培训能力。,4b1b2fdec4a76a,False,0.55,rule_baseline,pending_human_review,True,2024-04-30
C-AN202405281634762128,AN202405281634762128,000801.SZ,四川九洲,2024-05-29,project_investment,positive,0.75,"[""低空"", ""无人机"", ""机场"", ""空管"", ""航空器"", ""通用航空"", ""通航"", ""飞行""]",四川九洲:四川九洲电器股份有限公司关于控股子公司拟投资设立合资公司的公告,"四川九洲电器股份有限公司（下称公司）控股子公司四川九
洲空管科技有限责任公司（下称九洲空管）为充分利用自身空管
业务优势，抢抓低空经济发展机遇，拟依托绵阳北川永昌机场与
绵阳科技城通航产业投资控股有限公司（下称通航投控）在四川
省绵阳市北川羌族自治县通航产业园合资设立四川九洲永昌测
试有限责任公司（公司名称以工商注册登记为准，下称合资公司），
并开展低空飞行测试相关业务。",04057e4503b759,False,0.55,rule_baseline,pending_human_review,True,2024-05-30
C-AN202407081637680506,AN202407081637680506,000801.SZ,四川九洲,2024-07-09,project_investment,positive,0.6499999999999999,"[""低空"", ""空管"", ""通航"", ""飞行""]",四川九洲:关于控股子公司拟投资设立合资公司的进展公告,"一、对外投资背景概述
  2024年5月28日，四川九洲电器股份有限公司（下称公司）
第十三届董事会2024年度第五次会议审议通过《关于控股子公司
拟设立合资公司的议案》，同意公司控股子公司四川九洲空管科
技有限责任公司（下称九洲空管）与绵阳科技城通航产业投资控
股有限公司（下称通航投控）在四川省绵阳市北川羌族自治县通
航产业园合资设立四川九洲永昌测试有限责任公司（公司名称以
工商注册登记为准，下称合资公司），并开展低空飞行测试相关
业务。",f6a3ffab2cf594,True,0.55,rule_baseline,pending_human_review,True,2024-07-10
C-AN202410141640286073,AN202410141640286073,688070.SH,纵横股份,2024-10-15,legal_safety_risk,negative,0.5,"[""无人机""]",纵横股份:关于公司及全资子公司涉及诉讼的公告,"重要内容提示：

   案件所处的诉讼阶段：法院已受理，尚未开庭审理
   上市公司所处的当事人地位：成都纵横自动化技术股份有限公司（以下简
称“公司”或“纵横股份”）及下属全资子公司成都纵横大鹏无人机科技有限公
司（以下简称“纵横大鹏”）系本案被告，其中纵横股份为被告一，纵横大鹏为
被告二
     涉案的金额：1,100 万元
   是否会对上市公司损益产生负面影响：公司将依法主张自身合法权益，通
过合法途径切实维护公司和股东利益。",beb52406040e54,False,0.55,rule_baseline,pending_human_review,True,2024-10-16
C-AN202410231640442343,AN202410231640442343,688297.SH,中无人机,2024-10-24,market_risk,negative,0.7500000000000001,"[""无人机""]",中无人机:控股股东及实际控制人关于中无人机股票交易异常波动有关事项问询函的回复,"关于股票交易异常波动有关事项问询函的回复

中航（成都）无人机系统股份有限公司:
  你公司发来的《问询函》已收悉。",d9aba74b071758,False,0.55,rule_baseline,pending_human_review,True,2024-10-25
C-AN202410231640439624,AN202410231640439624,688297.SH,中无人机,2024-10-24,market_risk,negative,0.7500000000000001,"[""无人机""]",中无人机:中无人机股票交易异常波动公告,"证券代码：688297        证券简称：中无人机            公告编号：2024-024




       中航（成都）无人机系统股份有限公司
               股票交易异常波动公告

   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述
或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。",86e620a7edb222,False,0.55,rule_baseline,pending_human_review,True,2024-10-25
C-AN202412251641428816,AN202412251641428816,600038.SH,中直股份,2024-12-26,project_investment,positive,0.55,"[""直升机""]",中直股份:中航直升机股份有限公司以募集资金置换已投入募集资金项目及已支付发行费用的自筹资金的审核报告(大信专审字[2024]第1-03564号),"说明”



  一、董事会的责任
  按照中国证券监督管理委员会《上市公司监管指引第2号——上市公司募集资金管理和使

用的监管要求（2022年修订）》等文件的规定编制以募集资金置换已投入募集资金项目及已支

付发行费用的自筹资金专项说明，并提供相关的证明材料，保证其内容真实、准确、完整，不

存在虚假记载、误导性陈述或重大遗漏是贵公司董事会的责任。",9d6b370191699c,False,0.55,rule_baseline,pending_human_review,True,2024-12-27
C-AN202412251641428826,AN202412251641428826,600038.SH,中直股份,2024-12-26,project_investment,positive,0.6000000000000001,"[""无人机"", ""直升机""]",中直股份:中航直升机股份有限公司关于以募集资金置换已投入募集资金项目及已支付发行费用的自筹资金的公告,"二、募集资金投资项目的基本情况

   本次募集配套资金在扣除本次交易有关的税费及中介机构费用后，拟用于新
型直升机与无人机研发能力建设项目、航空综合维修能力提升与产业化项目、直
升机生产能力提升项目等项目，以及补充本次交易后上市公司和标的公司流动资
金或偿还债务。",ab5ff9927c7ab8,False,0.55,rule_baseline,pending_human_review,True,2024-12-27
C-AN202501071641844499,AN202501071641844499,000099.SZ,中信海直,2025-01-08,government_support,positive,1.0,"[""直升机"", ""通用航空"", ""通航""]",中信海直:关于控股子公司海直通航获得政府补助的公告,"一、获取补助的基本情况
  中信海洋直升机股份有限公司（下称“公司”）控股子公司海直通用航空有
限责任公司（下称“海直通航”）近日收到政府补助款项29,730,000.00元。",8d8e853c7c1fbc,False,0.55,rule_baseline,pending_human_review,True,2025-01-09
C-AN202502111642974030,AN202502111642974030,688297.SH,中无人机,2025-02-12,project_investment,positive,0.55,"[""无人机""]",中无人机:中无人机关于变更签字注册会计师及项目质量复核人员的公告,"证券代码：688297           证券简称：中无人机               公告编号：2025-002



             中航（成都）无人机系统股份有限公司
  关于变更签字注册会计师及项目质量复核人员的公告


   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者

重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。",911bfc7dfb4d37,False,0.55,rule_baseline,pending_human_review,True,2025-02-13
C-AN202502271643569080,AN202502271643569080,688297.SH,中无人机,2025-02-28,performance,mixed,0.7500000000000001,"[""无人机""]",中无人机:中无人机2024年度业绩快报公告,"证券代码：688297       证券简称：中无人机                       公告编号：2025-004



          中航（成都）无人机系统股份有限公司
               2024 年度业绩快报公告


  本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗

漏，并对其内容的真实性、准确性和完整性承担法律责任。",a5835219a6abf6,False,0.55,rule_baseline,pending_human_review,True,2025-03-03
C-AN202503101644243613,AN202503101644243613,002085.SZ,万丰奥威,2025-03-11,project_investment,positive,0.6499999999999999,"[""eVTOL"", ""低空"", ""无人机"", ""飞行""]",万丰奥威:关于子公司收购Volocopter相关资产的公告,"为加速推进公司低空领域的全球开发应用进程，万丰
飞机间接持股100%的子公司heptus 591. GmbH于北京时间2025年3月6日（中欧时间
2025年3月5日）与Volocopter GmbH管理人Tobias Wahl签署了《资产收购协议》，heptus
591. GmbH拟收购Volocopter GmbH名下相关有形资产、知识产权及承接特定合同权
利义务，以开发先进的eVTOL产品，打造公司全新业务增长新引擎。",062948ca4b5ab8,False,0.55,rule_baseline,pending_human_review,True,2025-03-12
C-AN202503201645152070,AN202503201645152070,002085.SZ,万丰奥威,2025-03-21,project_investment,positive,0.5,"[""eVTOL""]",万丰奥威:关于子公司收购Volocopter相关资产完成交割的公告,"浙江万丰奥威汽轮股份有限公司（以下简称“公司”）下属子公司heptus 591.
GmbH与Volocopter GmbH管理人Tobias Wahl签署了《资产收购协议》，heptus 591.
GmbH拟收购Volocopter GmbH名下相关有形资产、知识产权及承接特定合同权利义
务，以开发先进的eVTOL产品，打造公司业务增长新引擎。",f3a68a2348846c,False,0.55,rule_baseline,pending_human_review,True,2025-03-24
C-AN202505071668920097,AN202505071668920097,688070.SH,纵横股份,2025-05-08,order_contract,positive,0.6000000000000001,"[""低空"", ""无人机"", ""飞行""]",纵横股份:关于收到中标通知书的自愿性信息披露公告,"重要内容提示：

   中标项目：“智慧巴中”低空数字经济无人值守系统及配套设施建设项目
   中标金额：10,606.80 万元
   风险提示：全资子公司成都纵横大鹏无人机科技有限公司（以下简称“纵
横大鹏”）已收到“智慧巴中”低空数字经济无人值守系统及配套设施建设项目
的中标通知书，尚未与招标人签订正式协议及合同，合同签署时间及履约安排存
在不确定性。",ae00f03744fc42,False,0.55,rule_baseline,pending_human_review,True,2025-05-09
C-AN202506301700506354,AN202506301700506354,300284.SZ,苏交科,2025-06-30,project_investment,positive,0.48,"[""低空"", ""无人机"", ""航空器"", ""通用航空"", ""飞行""]",苏交科:关于与专业投资机构共同投资设立产业投资基金的公告,"五、对外投资的目的、存在的风险和对公司的影响
  1、本次投资的目的
  苏交科自2023年以来开始在“低空经济”和“车路云网”领域进行布局，
“低空经济”领域的布局主要集中在低空交通基础设施规划、无人机应用、智
慧交通融合、政策研究与咨询服务等方面，“车路云网”主要集中在智慧扩容、
区域路网管控、交通事件预警等方面。",6c666bc157a928,False,0.55,rule_baseline,pending_human_review,True,2025-07-01
C-AN202509291752848292,AN202509291752848292,000099.SZ,中信海直,2025-09-30,project_investment,positive,1.0,"[""机场"", ""直升机""]",中信海直:关于南头直升机场搬迁项目的进展公告,"证券代码：000099       证券简称：中信海直     公告编号：2025-033




                中信海洋直升机股份有限公司
          关于南头直升机场搬迁项目的进展公告
   本公司及董事会全体成员保证信息披露的内容真实、准确和完整，没有虚
假记载、误导性陈述或重大遗漏。",b326f09cf341eb,True,0.55,rule_baseline,pending_human_review,True,2025-10-09
C-AN202509301753492208,AN202509301753492208,688297.SH,中无人机,2025-10-01,order_contract,positive,1.0,"[""无人机"", ""航空器""]",中无人机:关于签订日常经营重大合同暨关联交易的公告,"重要内容提示:

   合同类型：日常经营销售合同

   合同金额：61,547.67 万元人民币（不含税）

   合同生效条件：经双方盖章及授权代表签字之日起生效

   合同履行期限：按照合同约定履行

   本次交易未构成重大资产重组

   对上市公司当期业绩的影响：本次交易属于中航（成都）无人机系统股

份有限公司（以下简称“公司”）日常经营活动相关合同。",601a82e7f829f9,False,0.55,rule_baseline,pending_human_review,True,2025-10-09
C-AN202510101759667267,AN202510101759667267,000801.SZ,四川九洲,2025-10-11,project_investment,positive,0.7,"[""低空"", ""无人机"", ""空管"", ""航空器"", ""飞行""]",四川九洲:四川九洲电器股份有限公司关于控股子公司参与设立投资基金暨关联交易的公告,"重要内容提示：
   1.公司控股子公司四川九洲空管科技有限责任公司（以下简
称九洲空管）拟与四川九洲投资控股集团有限公司（以下简称九
洲集团）、四川九洲君合私募基金管理有限公司（以下简称九洲
君合）共同投资设立四川九洲低空经济股权投资基金合伙企业
（有限合伙）（暂定名，以工商登记为准，以下简称本合伙企业
或低空经济股权投资基金）。",d72d428ec21ee1,False,0.55,rule_baseline,pending_human_review,True,2025-10-13
C-AN202511071776924857,AN202511071776924857,688070.SH,纵横股份,2025-11-08,legal_safety_risk,negative,0.5,"[""无人机""]",纵横股份:关于公司及全资子公司诉讼进展的公告,"证券代码：688070         证券简称：纵横股份   公告编号：2025-051




              成都纵横自动化技术股份有限公司
         关于公司及全资子公司诉讼进展的公告


  本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述

或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。",28a2d9fa460af4,True,0.55,rule_baseline,pending_human_review,True,2025-11-10
C-AN202512051794542407,AN202512051794542407,000801.SZ,四川九洲,2025-12-06,project_investment,positive,0.55,"[""低空"", ""空管""]",四川九洲:关于控股子公司参与设立投资基金暨关联交易的进展公告,"四川九洲电器股份有限公司（以下简称公司）于2025年10
月10日分别召开第十三届董事会独立董事2025年度第二次专门
会议、第十三届董事会2025年度第七次会议审议通过《关于公司
控股子公司参与设立投资基金暨关联交易的议案》，公司控股子
公司四川九洲空管科技有限责任公司拟与四川九洲投资控股集
团有限公司、四川九洲君合私募基金管理有限公司共同出资设立
四川九洲低空经济股权投资基金合伙企业（有限合伙）。",fc88f1af5567e4,True,0.55,rule_baseline,pending_human_review,True,2025-12-08
C-AN202512081796392620,AN202512081796392620,002389.SZ,航天彩虹,2025-12-09,project_investment,positive,0.6499999999999999,"[""低空"", ""无人机"", ""通用航空"", ""飞行""]",航天彩虹:关于与关联方共同投资设立参股公司暨关联交易的公告,"证券代码：002389    证券简称：航天彩虹   公告编号：2025-053

              航天彩虹无人机股份有限公司
  关于与关联方共同投资设立参股公司暨关联交易的公告

   本公司及董事会全体成员保证信息披露的内容真实、准确、完整，

没有虚假记载、误导性陈述或重大遗漏。",48883119543d13,False,0.55,rule_baseline,pending_human_review,True,2025-12-10
C-AN202512161801833360,AN202512161801833360,002389.SZ,航天彩虹,2025-12-16,project_investment,positive,1.0,"[""低空"", ""无人机"", ""飞行""]",航天彩虹:关于调整全资子公司与非关联方合资设立低空科技公司投资方案的公告,"现将具体情况公告如下：

  一、对外投资事项概述

  公司于 2025 年 11 月 21 日召开第七届董事会第四次会议，审议通过

了《关于全资子公司以包括部分募投项目资产在内的非货币性资产出资与

非关联方合资设立低空科技公司的议案》，同意全资子公司彩虹公司以价

值人民币 39,341.00 万元（不含税）的非货币性资产，与重庆赛航智行技

术有限公司（以下简称“赛航智行”）和都梁高新集团，合资设立低空科


                    1
技公司，具体内容详见公司 2025 年 11 月 22 日发布《关于全资子公司以

包括部分募投项目资产在内的非货币性资产出资与非关联方合资设立低

空科技公司的公告》（公告编号：2025-051）。",2351312b7318bb,False,0.55,rule_baseline,pending_human_review,True,2025-12-17
C-AN202512191803914128,AN202512191803914128,000801.SZ,四川九洲,2025-12-20,project_investment,positive,0.55,"[""无人机"", ""空管""]",四川九洲:四川九洲电器股份有限公司关于收购射频业务资产组暨关联交易的公告,"证监会将积极支持上市公
司围绕战略性新兴产业、未来产业等进行并购重组，包括开展基
于转型升级等目标的跨行业并购、有助于补链强链和提升关键技
术水平的未盈利资产收购等。",ae6c97e09fa64d,False,0.55,rule_baseline,pending_human_review,True,2025-12-22
C-AN202512301811415550,AN202512301811415550,688070.SH,纵横股份,2025-12-31,legal_safety_risk,negative,0.5,"[""无人机""]",纵横股份:关于最近五年被证券监管部门和交易所处罚或采取监管措施及整改情况的公告,"但公司 CW-40 无人
机系统项目、大鹏 PH-25 无人机系统项目开始资本化时点均晚于设计评审通过
时点，研发费用未资本化金额 149.48 万元，导致财务信息披露不准确，不符合
《办法》第三条、《企业会计准则第 6 号—无形资产》第七条、第九条的规定。",73d96b67a06abb,False,0.55,rule_baseline,pending_human_review,True,2026-01-05
