event_id,document_id,event_date,title,publisher,region,policy_level,event_type,raw_event_type,direction,intensity,uncertainty,novelty,policy_tools,targets,evidence_span,confidence,evidence_match_score,evidence_grounded,accepted,review_status
L-P20240801-05,P20240801,2024-08-01,关于支持低空经济产业发展的若干措施,河北雄安新区党工委管委会党政办公室,河北雄安,city,fiscal_subsidy,standard_setting,positive,3,1,2,"[""reward""]","[""低空经济企业"", ""机构""]",对在新区经营的低空经济企业或机构牵头制定并发布的低空领域内的国际标准、国家标准、行业标准、地方标准，按项目分类分别给予奖励。其中，主导国际标准制定、修订的，按项目分别给予不超过100万元、50万元的奖励；主导国家标准制定、修订的，按项目分别给予不超过50万元、20万元的奖励；主导行业标准制定、修订的，按项目分别给予不超过30万元、10万元的奖励；主导地方标准制定、修订的，按项目分别给予不超过20万元、5万元的奖励。,0.95,1.0,True,True,pending_human_review
L-P20240801-06,P20240801,2024-08-01,关于支持低空经济产业发展的若干措施,河北雄安新区党工委管委会党政办公室,河北雄安,city,fiscal_subsidy,route_operation,positive,3,1,3,"[""subsidy""]","[""低空经济企业""]",对经审批在新区新开设低空无人机、轻型有人机货运航线（起点或终点至少一个在新区内）并常态化运营的低空经济企业给予补贴，轻小型无人机按照50元/架次、每家企业每年度不超过500万元给予补贴；中大型无人机、轻型有人机按照200元/架次、每家企业每年度不超过1000万元给予补贴；对于同时开设低空无人机、轻型有人机的货运航线企业，每家企业每年度该项补贴金额不超过1000万元。,0.95,1.0,True,True,pending_human_review
L-P20240801-07,P20240801,2024-08-01,关于支持低空经济产业发展的若干措施,河北雄安新区党工委管委会党政办公室,河北雄安,city,fiscal_subsidy,application_scenario,positive,3,1,3,"[""grant""]","[""低空经济企业"", ""科研机构""]",支持低空经济示范应用场景，鼓励新区企业在城市空中交通、航空物流、应急救援、基础设施建设、智慧城市运营管理AI巡检、环境监测、低空旅游等领域打造标杆性应用场景，开展创新示范应用，打造一批标杆示范项目，形成一批可复制可推广的典型案例。鼓励企业和科研机构加强技术研发和创新，加快推动技术成果形成示范效应。聚焦低空经济领域，为相关技术成果所有者打造或提供创新应用场景，对成功实现落地转化的，每个项目按前期研发投入30%给予最高额度不超过1000万元奖励性后补助。,0.95,1.0,True,True,pending_human_review
L-P20240801-08,P20240801,2024-08-01,关于支持低空经济产业发展的若干措施,河北雄安新区党工委管委会党政办公室,河北雄安,city,fiscal_subsidy,talent_introduction,positive,3,1,3,"[""reward"", ""subsidy""]","[""低空经济领域高端人才""]",创新选人用人机制，对低空经济领域高端人才实行'特岗特薪'，围绕服务承接疏解和重点发展产业，支持用人单位设置首席科学家、首席技术官、首席信息官、首席运营官、首席架构师等特聘岗位，经认定后每年按年薪的50%~100%给予奖励。允许高校、科研院所等国有企事业单位科技人才按规定在雄安兼职兼薪、按劳取酬。对柔性引进的急需高端人才，按累计服务时间，给予每月1~3万元工作津贴。支持开展低空飞行培训，推动更多飞机爱好者到雄安参加实训实操，形成完整的低空飞行员培训模式。,0.95,0.7487179487179487,False,False,pending_human_review
L-P20240901-01,P20240901,2024-09-21,重庆市推动低空空域管理改革促进低空经济高质量发展行动方案（2024—2027年）,重庆市人民政府办公厅,重庆,province,airspace_reform,strategic_plan,positive,3,2,3,"[""plan""]","[""低空经济高质量发展""]",重庆市推动低空空域管理改革促进低空经济高质量发展行动方案（2024—2027年）,0.95,1.0,True,True,pending_human_review
L-P20240901-02,P20240901,2024-09-21,重庆市推动低空空域管理改革促进低空经济高质量发展行动方案（2024—2027年）,重庆市人民政府办公厅,重庆,province,infrastructure,infrastructure_construction,positive,3,1,3,"[""infrastructure_investment""]","[""新建通航起降点200个以上"", ""实现低空飞行县县通""]",新建通航起降点200个以上，实现低空飞行“县县通”,0.9,1.0,True,True,pending_human_review
L-P20240901-03,P20240901,2024-09-21,重庆市推动低空空域管理改革促进低空经济高质量发展行动方案（2024—2027年）,重庆市人民政府办公厅,重庆,province,infrastructure,infrastructure_construction,positive,3,1,3,"[""infrastructure_investment""]","[""新建通航起降点1500个以上"", ""实现低空飞行乡乡通""]",新建通航起降点1500个以上，实现低空飞行“乡乡通”,0.9,1.0,True,True,pending_human_review
L-P20240901-04,P20240901,2024-09-21,重庆市推动低空空域管理改革促进低空经济高质量发展行动方案（2024—2027年）,重庆市人民政府办公厅,重庆,province,fiscal_subsidy,financial_support,positive,3,2,2,"[""financial_incentive""]","[""新增通航制造业投资100亿元以上"", ""低空经济市场主体数量达到400家""]",新增通航制造业投资100亿元以上，低空经济市场主体数量达到400家,0.85,1.0,True,True,pending_human_review
L-P20240901-05,P20240901,2024-09-21,重庆市推动低空空域管理改革促进低空经济高质量发展行动方案（2024—2027年）,重庆市人民政府办公厅,重庆,province,fiscal_subsidy,financial_support,positive,3,2,2,"[""financial_incentive""]","[""新增通航制造业投资200亿元以上"", ""低空经济市场主体数量达到1000家""]",新增通航制造业投资200亿元以上，低空经济市场主体数量达到1000家,0.85,1.0,True,True,pending_human_review
L-P20240901-06,P20240901,2024-09-21,重庆市推动低空空域管理改革促进低空经济高质量发展行动方案（2024—2027年）,重庆市人民政府办公厅,重庆,province,airspace_reform,airspace_management_reform,positive,3,2,3,"[""regulation""]","[""构建军地民一体化协同管理低空空域资源新模式""]",探索构建军地民一体化协同管理低空空域资源新模式,0.9,1.0,True,True,pending_human_review
L-P20240901-07,P20240901,2024-09-21,重庆市推动低空空域管理改革促进低空经济高质量发展行动方案（2024—2027年）,重庆市人民政府办公厅,重庆,province,infrastructure,technology_innovation,positive,3,2,3,"[""research_development""]","[""开发建设以北斗应用为支撑的低空经济发展基础设施体系""]",开发建设以北斗应用为支撑的低空经济发展基础设施体系,0.9,1.0,True,True,pending_human_review
L-P20240901-08,P20240901,2024-09-21,重庆市推动低空空域管理改革促进低空经济高质量发展行动方案（2024—2027年）,重庆市人民政府办公厅,重庆,province,other,cross_region_cooperation,positive,2,2,3,"[""coordination_mechanism""]","[""建立六省一市跨省低空飞行联盟""]",推动与周边6省共建“六省一市”跨省低空飞行联盟,0.85,1.0,True,True,pending_human_review
L-P20240902-01,P20240902,2024-09-30,北京市促进低空经济产业高质量发展行动方案（2024—2027年）,北京市经济和信息化局等,北京,province,regulation,strategic_plan,positive,3,2,3,"[""plan""]","[""低空经济相关企业数量突破5000家"", ""产业规模达到1000亿元""]",力争通过三年时间，低空经济相关企业数量突破5000家，低空技术服务覆盖京津冀、辐射全国，低空产业国际国内影响力和品牌标识度大幅提高，产业集聚集群发展取得明显成效，低空产业体系更加健全，在技术创新、标准政策、低空安全、应用需求等领域形成全国引领示范，产业规模达到1000亿元。,0.95,1.0,True,True,pending_human_review
L-P20240902-02,P20240902,2024-09-30,北京市促进低空经济产业高质量发展行动方案（2024—2027年）,北京市经济和信息化局等,北京,province,infrastructure,infrastructure_construction,positive,3,2,3,"[""infrastructure""]","[""建成飞行管控服务平台、检测实验室、中试基地、起降场等设施""]",到2027年，统筹考虑基础条件和发展需求，科学谋划、适度超前、新旧融合建设低空基础设施。加大既有通用机场设备设施综合利用，推动建成飞行管控服务平台、检测实验室、中试基地、起降场等设施，构建形成便捷高效、智慧精准的低空飞行服务保障体系。,0.9,1.0,True,True,pending_human_review
L-P20240902-03,P20240902,2024-09-30,北京市促进低空经济产业高质量发展行动方案（2024—2027年）,北京市经济和信息化局等,北京,province,airspace_reform,technology_innovation,positive,3,2,3,"[""R&D_support""]","[""建设一批低空经济领域国家级、市级创新平台"", ""攻克一批关键卡脖子技术、低空安全技术""]",到2027年，建设一批低空经济领域国家级、市级创新平台，攻克一批关键卡脖子技术、低空安全技术，国际、国家标准参与度明显提升。基本构建起支撑无人航空器（端）—网联空域及立体基建（网）—数字空管及安防（云）—智慧飞服（服）—多元应用（用）的技术创新体系。,0.9,1.0,True,True,pending_human_review
L-P20240902-04,P20240902,2024-09-30,北京市促进低空经济产业高质量发展行动方案（2024—2027年）,北京市经济和信息化局等,北京,province,regulation,safety_regulation,positive,3,2,3,"[""regulation"", ""technology""]","[""建立起覆盖各类无人机及低慢小航空器的安防反制能力"", ""形成单区域低空防御＋社会面低空安全管控综合解决方案""]",到2027年，建立起覆盖各类无人机及“低慢小”航空器、多种技术搭配、高中低空高效协同的安防反制能力，形成单区域低空防御＋社会面低空安全管控综合解决方案及安防模式，确保首都低空安全，打造全国标杆。,0.9,1.0,True,True,pending_human_review
L-P20240902-05,P20240902,2024-09-30,北京市促进低空经济产业高质量发展行动方案（2024—2027年）,北京市经济和信息化局等,北京,province,airspace_reform,application_scenario,positive,3,2,3,"[""demonstration""]","[""形成10个以上可复制可推广典型应用场景""]",到2027年，围绕应急管理、物流配送、空中摆渡、城际通勤、生态安全、特色文旅等，形成10个以上可复制可推广典型应用场景。基本建成网络化的基础设施体系、空域航路资源及低空应用生态。,0.9,1.0,True,True,pending_human_review
L-P20240902-06,P20240902,2024-09-30,北京市促进低空经济产业高质量发展行动方案（2024—2027年）,北京市经济和信息化局等,北京,province,fiscal_subsidy,industrial_development,positive,3,2,3,"[""financial_support"", ""talent""]","[""培育一批龙头企业和专精特新企业"", ""形成一批具有国际竞争力和品牌影响力的低空产品及服务""]",到2027年，在无人机及电动垂直起降航空器（eVTOL）、通用飞机等低空装备制造、低空智联网、垂直起降场、低空安全等领域培育一批龙头企业和专精特新企业，形成一批具有国际竞争力和品牌影响力的低空产品及服务。,0.9,1.0,True,True,pending_human_review
L-P20240902-07,P20240902,2024-09-30,北京市促进低空经济产业高质量发展行动方案（2024—2027年）,北京市经济和信息化局等,北京,province,airspace_reform,airspace_management,positive,3,2,3,"[""regulation"", ""technology""]","[""突破一批数字化低空飞行及监管服务技术"", ""建立空天地协同的监管运行技术支撑体系""]",到2027年，突破一批数字化低空飞行及监管服务技术，建立空天地协同的监管运行技术支撑体系，推动在京津冀地区协同布局、资源共享、共同发展。建设一批无人机、eVTOL等第三方检测验证技术研发和服务机构，打造服务低空经济全生命周期的产业生态。,0.9,1.0,True,True,pending_human_review
L-P20240902-08,P20240902,2024-09-30,北京市促进低空经济产业高质量发展行动方案（2024—2027年）,北京市经济和信息化局等,京津冀,province,other,regional_cooperation,positive,3,2,3,"[""coordination""]","[""推进京津冀地区飞行服务平台统一建设、协同运行、信息互通""]",推进京津冀地区飞行服务平台统一建设、协同运行、信息互通。加强北京低空技术、装备等在天津、河北等地区应用，推进资源共享，加快形成京内技术输出＋京外技术验证及服务应用的协同发展模式。,0.9,1.0,True,True,pending_human_review
L-P20241001-01,P20241001,2024-10-10,南通市低空经济高质量发展行动方案（2024—2027年）,南通市人民政府办公室,江苏南通,city,airspace_reform,strategic_plan,positive,3,2,3,"[""plan""]","[""新增低空制造业企业50家"", ""新增服务业企业50家"", ""规划建设通用机场1—2个"", ""无人机试飞基地2—3个"", ""新建低空航空器起降场（点）100个以上"", ""新开通低空航线50条以上""]",力争到2027年，全市新增低空制造业企业50家、服务业企业50家，规划建设通用机场1—2个、无人机试飞基地2—3个，新建低空航空器起降场（点）100个以上、新开通低空航线50条以上,0.95,1.0,True,True,pending_human_review
L-P20241001-02,P20241001,2024-10-10,南通市低空经济高质量发展行动方案（2024—2027年）,南通市人民政府办公室,江苏南通,city,infrastructure,infrastructure_construction,positive,3,2,3,"[""infrastructure""]","[""通用机场1—2个"", ""无人机试飞基地2—3个"", ""起降场（点）100个以上""]",规划建设通用机场1—2个、无人机试飞基地2—3个，新建低空航空器起降场（点）100个以上,0.9,1.0,True,True,pending_human_review
L-P20241001-03,P20241001,2024-10-10,南通市低空经济高质量发展行动方案（2024—2027年）,南通市人民政府办公室,江苏南通,city,airspace_reform,airspace_management,positive,3,2,3,"[""regulation""]","[""新开通低空航线50条以上""]",新开通低空航线50条以上,0.9,1.0,True,True,pending_human_review
L-P20241001-04,P20241001,2024-10-10,南通市低空经济高质量发展行动方案（2024—2027年）,南通市人民政府办公室,江苏南通,city,fiscal_subsidy,industrial_development,positive,3,2,3,"[""subsidy"", ""tax_incentive""]","[""新增低空制造业企业50家"", ""新增服务业企业50家""]",全市新增低空制造业企业50家、服务业企业50家,0.9,1.0,True,True,pending_human_review
L-P20241001-05,P20241001,2024-10-10,南通市低空经济高质量发展行动方案（2024—2027年）,南通市人民政府办公室,江苏南通,city,fiscal_subsidy,funding_support,positive,3,2,3,"[""financial_support"", ""government_fund""]",[],积极争取各级财政资金，对符合条件的低空产业项目在重大技术攻关、科技成果转化等方面给予支持。积极争取中央预算内资金、地方政府专项债、超长期特别国债对低空经济重点项目的支持。加大政府投资基金对低空经济的支持力度,0.9,1.0,True,True,pending_human_review
L-P20241001-06,P20241001,2024-10-10,南通市低空经济高质量发展行动方案（2024—2027年）,南通市人民政府办公室,江苏南通,city,support_measure,talent_introduction,positive,2,2,2,"[""talent_policy""]",[],聚焦低空装备制造和场景示范应用，大力引进高层次行业领军人才、青年科技人才、专业运营团队，支持相关人才（团队）申报“江海英才”计划,0.85,1.0,True,True,pending_human_review
L-P20241001-07,P20241001,2024-10-10,南通市低空经济高质量发展行动方案（2024—2027年）,南通市人民政府办公室,江苏南通,city,support_measure,application_scenario,positive,3,2,3,"[""demonstration""]",[],打造低空区域交通网络、推动低空智慧物流配送、丰富低空文体旅游消费、拓展低空公共服务应用,0.9,0.34285714285714286,False,False,pending_human_review
L-P20241001-08,P20241001,2024-10-10,南通市低空经济高质量发展行动方案（2024—2027年）,南通市人民政府办公室,江苏南通,city,regulation,regulatory_framework,positive,2,2,2,"[""regulation""]",[],建立军地民协同管理机制、发挥标准引领作用、建立低空飞行服务平台、推动低空应用领域安全发展,0.85,0.29473684210526313,False,False,pending_human_review
L-P20241002-01,P20241002,2024-07-05,广州市推动低空经济高质量发展若干措施,广州市人民政府办公厅,广东广州,city,fiscal_subsidy,financial_support,positive,3,1,2,"[""财政补贴""]","[""低空经济总部企业""]",对于研发制造类企业，上一年度营业收入达到1亿元以上等相应条件可认定为总部企业，每家企业每年奖励最高不超过100万元,0.95,1.0,True,True,pending_human_review
L-P20241002-02,P20241002,2024-07-05,广州市推动低空经济高质量发展若干措施,广州市人民政府办公厅,广东广州,city,fiscal_subsidy,financial_support,positive,4,1,3,"[""财政补贴""]","[""低空整机研发、制造、运营和检验检测能力建设项目""]",固定资产投资额5亿—100亿元（不含）的项目，市财政按固定资产投资额的2%予以扶持；固定资产投资额达100亿元及以上的重大项目，市财政按固定资产投资额的5%予以扶持,0.95,1.0,True,True,pending_human_review
L-P20241002-03,P20241002,2024-07-05,广州市推动低空经济高质量发展若干措施,广州市人民政府办公厅,广东广州,city,fiscal_subsidy,financial_support,positive,4,1,3,"[""财政补贴""]","[""低空关键设备、核心零部件、材料研制项目""]",对固定资产投资额5亿—100亿元（不含）的项目，市财政按固定资产投资额的2%予以扶持；固定资产投资额达100亿元及以上的重大项目，市财政按固定资产投资额的5%予以扶持,0.95,1.0,True,True,pending_human_review
L-P20241002-04,P20241002,2024-07-05,广州市推动低空经济高质量发展若干措施,广州市人民政府办公厅,广东广州,city,fiscal_subsidy,infrastructure_construction,positive,3,2,3,"[""规划建设"", ""财政资金引导""]","[""低空基础设施""]",规划建设适应低空飞行器航线需要的枢纽型起降场、垂直起降点、无人机试飞场地、自动值守机库、无人机起降机柜等,0.9,1.0,True,True,pending_human_review
L-P20241002-05,P20241002,2024-07-05,广州市推动低空经济高质量发展若干措施,广州市人民政府办公厅,广东广州,city,support_measure,technology_innovation,positive,3,2,3,"[""科技项目资助""]","[""低空产业核心零部件研发制造、软件开发、服务应用""]",支持龙头企业联合产业链上下游中小企业、高校、科研院所组建创新联合体，组织实施一批市重大科技项目，获得立项的给予不超过1000万元资助,0.9,1.0,True,True,pending_human_review
L-P20241002-06,P20241002,2024-07-05,广州市推动低空经济高质量发展若干措施,广州市人民政府办公厅,广东广州,city,fiscal_subsidy,regulatory_certification,positive,4,1,4,"[""财政资助""]","[""适航审定企业""]",获得中国民航局颁发的有人或无人驾驶航空器型号合格证（TC）和生产许可证（PC）的，对最大起飞重量超过150公斤的大型载人无人驾驶航空器，市财政一次性资助1500万元；大型载物无人驾驶航空器，按型号市财政一次性资助150万元,0.95,1.0,True,True,pending_human_review
L-P20241002-07,P20241002,2024-07-05,广州市推动低空经济高质量发展若干措施,广州市人民政府办公厅,广东广州,city,fiscal_subsidy,application_scenario,positive,3,2,3,"[""财政补助""]","[""载人无人驾驶应用场景航线""]",对于开通并取得主管部门审批，起终点至少一个在广州市并实施常态化运营的载人无人驾驶应用场景航线，单条航线年度最高补助100万元，单个企业年度补助不超过200万元,0.9,1.0,True,True,pending_human_review
L-P20241002-08,P20241002,2024-07-05,广州市推动低空经济高质量发展若干措施,广州市人民政府办公厅,广东广州,city,fiscal_subsidy,application_scenario,positive,3,2,3,"[""财政补助""]","[""低空货运应用场景航线""]",对于开通并取得主管部门审批，起终点至少一个在广州市并实施常态化运营的低空货运应用场景航线，单条航线年度最高补助50万元，每个企业年度补助不超过200万元,0.9,1.0,True,True,pending_human_review
L-P20241003-01,P20241003,2024-01-03,深圳经济特区低空经济产业促进条例,深圳市人民代表大会常务委员会,广东深圳,city,strategic_plan,strategic_plan,positive,3,1,3,"[""legislation""]","[""优化低空经济产业发展环境"", ""促进低空经济产业高质量发展""]",为了优化低空经济产业发展环境，促进低空经济产业高质量发展,0.95,1.0,True,True,pending_human_review
L-P20241003-02,P20241003,2024-01-03,深圳经济特区低空经济产业促进条例,深圳市人民代表大会常务委员会,广东深圳,city,infrastructure,infrastructure_construction,positive,3,1,3,"[""planning"", ""investment""]","[""低空飞行起降、中转、货物装卸等物理基础设施"", ""低空飞行通信、导航、监视等信息基础设施"", ""低空飞行数字化管理服务系统""]",市人民政府统筹推进下列低空飞行基础设施的建设：（一）低空飞行起降、中转、货物装卸、乘客候乘、航空器充（换）电、电池存储、飞行测试等物理基础设施；（二）低空飞行通信、导航、监视、气象监测等信息基础设施；（三）低空飞行数字化管理服务系统,0.95,1.0,True,True,pending_human_review
L-P20241003-03,P20241003,2024-01-03,深圳经济特区低空经济产业促进条例,深圳市人民代表大会常务委员会,广东深圳,city,airspace_reform,airspace_management,positive,3,1,3,"[""regulation"", ""coordination""]","[""编制低空空域规划"", ""制定低空空域使用方案"", ""建设低空飞行服务平台""]",市人民政府根据低空经济产业发展需求组织编制低空空域规划，并按照国家有关规定履行审批手续。低空空域划设信息按照国家有关规定公布。,0.9,1.0,True,True,pending_human_review
L-P20241003-04,P20241003,2024-01-03,深圳经济特区低空经济产业促进条例,深圳市人民代表大会常务委员会,广东深圳,city,airspace_reform,industry_application,positive,3,1,3,"[""promotion"", ""demonstration""]","[""开通市内、城际、跨境等低空客货航线"", ""发展空中通勤、城际飞行等城市空中交通新业态"", ""加强无人驾驶航空器在快递、即时配送等物流配送服务领域的应用""]",市交通运输部门应当发展公务飞行、商务飞行等低空飞行服务，推动开通市内、城际、跨境等低空客货航线，发展空中通勤、城际飞行等城市空中交通新业态。,0.9,1.0,True,True,pending_human_review
L-P20241003-05,P20241003,2024-01-03,深圳经济特区低空经济产业促进条例,深圳市人民代表大会常务委员会,广东深圳,city,fiscal_subsidy,financial_support,positive,3,1,2,"[""fiscal_investment"", ""tax_incentive"", ""financial_incentive""]","[""发挥财政性资金的引导作用"", ""带动社会资本参与低空经济产业投资"", ""鼓励金融机构加大对低空经济产业的支持力度""]",市、区人民政府应当发挥财政性资金的引导作用，带动社会资本参与低空经济产业投资，助力培育低空经济企业、拓展低空飞行应用场景、开展低空经济技术创新，构建低空经济产业良好生态。,0.9,1.0,True,True,pending_human_review
L-P20241003-06,P20241003,2024-01-03,深圳经济特区低空经济产业促进条例,深圳市人民代表大会常务委员会,广东深圳,city,industry_standard,technology_innovation,positive,3,1,3,"[""R&D_support"", ""standard_setting""]","[""围绕核心零部件和飞行控制、智能避障等核心技术领域开展技术攻关"", ""推进航空器与大数据、人工智能等新技术融合创新""]",市、区人民政府及其科技创新、工业和信息化、发展改革等部门应当协同企业、高等院校、科研机构等，围绕核心零部件和飞行控制、智能避障、反制以及抗干扰等核心技术领域开展技术攻关，推进航空器与大数据、人工智能等新技术融合创新,0.9,1.0,True,True,pending_human_review
L-P20241003-07,P20241003,2024-01-03,深圳经济特区低空经济产业促进条例,深圳市人民代表大会常务委员会,广东深圳,city,regulation,safety_regulation,positive,3,1,2,"[""regulation"", ""supervision""]","[""建立低空飞行联合监管制度"", ""制定飞行安全管理应急预案"", ""协同查处低空飞行违法行为""]",市人民政府及其相关部门协同空中交通管理机构、民用航空管理部门建立低空飞行联合监管制度，制定飞行安全管理应急预案，协同查处低空飞行违法行为，对低空飞行事故开展联合处置。,0.9,1.0,True,True,pending_human_review
L-P20241003-08,P20241003,2024-01-03,深圳经济特区低空经济产业促进条例,深圳市人民代表大会常务委员会,广东深圳,city,support_measure,talent_development,positive,2,1,2,"[""education"", ""training""]","[""支持市属高校、职业学校等开设低空经济相关支撑学科专业"", ""培养飞行、航空器及其零部件制造、飞行服务与保障等专业人才""]",市教育、科技创新等部门应当支持市属高校、职业学校等开设低空经济相关支撑学科专业，培养飞行、航空器及其零部件制造、飞行服务与保障等专业人才。,0.9,1.0,True,True,pending_human_review
L-P20241101-01,P20241101,2024-09-22,湛江市推动低空经济高质量发展行动方案（2024—2026年）,湛江市人民政府办公室,广东湛江,city,strategic_plan,strategic_plan,positive,3,1,3,"[""plan""]","[""低空经济高质量发展""]",湛江市推动低空经济高质量发展行动方案（2024－2026年）,0.95,1.0,True,True,pending_human_review
L-P20241101-02,P20241101,2024-09-22,湛江市推动低空经济高质量发展行动方案（2024—2026年）,湛江市人民政府办公室,广东湛江,city,infrastructure,infrastructure_construction,positive,3,1,3,"[""infrastructure_investment""]","[""构建“1+4+40”的机场体系""]",加快构建“1+4+40”的机场体系，即1个运输机场（兼通用航空功能）、4个通用机场（跑道型机场/直升机场）、40个直升机起降点,0.95,1.0,True,True,pending_human_review
L-P20241101-03,P20241101,2024-09-22,湛江市推动低空经济高质量发展行动方案（2024—2026年）,湛江市人民政府办公室,广东湛江,city,support_measure,application_scenario,positive,3,1,3,"[""application_promotion""]","[""开发多个特色低空应用场景""]",围绕物流、应急、医疗、交通、文旅、公共服务、智慧农业、海洋经济、“百千万工程”等开发多个特色低空应用场景,0.95,1.0,True,True,pending_human_review
L-P20241101-04,P20241101,2024-09-22,湛江市推动低空经济高质量发展行动方案（2024—2026年）,湛江市人民政府办公室,广东湛江,city,strategic_plan,industry_development,positive,3,1,3,"[""industry_promotion""]","[""低空经济产业规模达到10亿元以上""]",力争低空经济产业规模达到10亿元以上,0.95,1.0,True,True,pending_human_review
L-P20241101-05,P20241101,2024-09-22,湛江市推动低空经济高质量发展行动方案（2024—2026年）,湛江市人民政府办公室,广东湛江,city,support_measure,innovation_support,positive,2,1,2,"[""innovation_platform""]","[""新增市级及以上低空经济产业创新平台3－4家""]",新增市级及以上低空经济产业创新平台3－4家,0.9,1.0,True,True,pending_human_review
L-P20241101-06,P20241101,2024-09-22,湛江市推动低空经济高质量发展行动方案（2024—2026年）,湛江市人民政府办公室,广东湛江,city,fiscal_subsidy,financial_support,positive,2,2,2,"[""financial_incentive""]","[""通过政府投资基金等方式支持低空产业发展""]",通过政府投资基金等方式支持低空产业发展，探索通过市场化方式组建低空经济专项基金,0.85,1.0,True,True,pending_human_review
L-P20241101-07,P20241101,2024-09-22,湛江市推动低空经济高质量发展行动方案（2024—2026年）,湛江市人民政府办公室,广东湛江,city,airspace_reform,airspace_management,positive,2,2,2,"[""regulation""]","[""完善低空管理服务体系""]",推动与省级低空飞行综合管理服务平台数据和服务对接。支持企业积极参与地面配套和信息基础设施建设运营、低空数字底座和管理系统开发维护、低空飞行运营服务等工作,0.85,1.0,True,True,pending_human_review
L-P20241101-08,P20241101,2024-09-22,湛江市推动低空经济高质量发展行动方案（2024—2026年）,湛江市人民政府办公室,广东湛江,city,regulation,safety_regulation,positive,2,1,2,"[""regulation""]","[""构建低空安全监管体系""]",建立健全风险防范机制，严厉打击威胁生产安全、信息安全、飞行安全的违法违规行为，加大查处和惩罚力度,0.9,1.0,True,True,pending_human_review
L-P20241201-01,P20241201,2024-12-31,青浦区低空经济产业高质量发展行动方案（2024—2027年）,上海市青浦区人民政府办公室,上海青浦,district,strategic_plan,strategic_plan,positive,3,2,3,"[""行动方案""]","[""到2027年，建立以工业级无人机、电动垂直起降航空器（eVTOL）和新能源及先进通航飞机等低空新型航空器的研发制造、总部经济、适航审定、商业应用为发展核心的产业集聚区""]",为深入贯彻落实国家及上海市关于低空经济发展的决策部署，推进新型工业化，培育新质生产力，抢抓低空经济产业密集创新和高速增长的战略机遇，推动青浦区低空经济产业高质量发展，结合青浦区低空经济产业现状和发展优势，制定本行动方案。,0.95,1.0,True,True,pending_human_review
L-P20241201-02,P20241201,2024-12-31,青浦区低空经济产业高质量发展行动方案（2024—2027年）,上海市青浦区人民政府办公室,上海青浦,district,infrastructure,infrastructure_construction,positive,3,2,3,"[""规划"", ""建设""]","[""网格化布局50个以上分布式起降场、起降点等起降设施以及通信、导航、能源、气象等新型设施""]",网格化布局50个以上分布式起降场、起降点等起降设施以及通信、导航、能源、气象等新型设施，构建安全高效、互联互通的地面基础设施网络。,0.95,1.0,True,True,pending_human_review
L-P20241201-03,P20241201,2024-12-31,青浦区低空经济产业高质量发展行动方案（2024—2027年）,上海市青浦区人民政府办公室,上海青浦,district,support_measure,industry_promotion,positive,3,2,3,"[""引育"", ""投资""]","[""引育5家以上工业级无人机、eVTOL、新能源及先进通航飞机研发制造、运营服务及关键配套产业的领军企业落地发展"", ""引导50个以上低空产业链项目在青浦落地"", ""低空经济上下游产业链累计投资超60亿元""]",引育5家以上工业级无人机、eVTOL、新能源及先进通航飞机研发制造、运营服务及关键配套产业的领军企业落地发展。引导50个以上低空产业链项目在青浦落地，打造系列标志性产品，产业汇聚成链，低空经济上下游产业链累计投资超60亿元。,0.95,1.0,True,True,pending_human_review
L-P20241201-04,P20241201,2024-12-31,青浦区低空经济产业高质量发展行动方案（2024—2027年）,上海市青浦区人民政府办公室,上海青浦,district,support_measure,industry_promotion,positive,3,2,3,"[""建设"", ""打造""]","[""产业规模达200亿元以上""]",重点构建以低空研发、制造、测试产业和总部经济产业为核心，以低空飞行产业和低空保障产业为支撑，以低空创新服务业和低空文旅商贸业为特色的产业格局，加快产业集聚发展，产业规模达200亿元以上。,0.95,1.0,True,True,pending_human_review
L-P20241201-05,P20241201,2024-12-31,青浦区低空经济产业高质量发展行动方案（2024—2027年）,上海市青浦区人民政府办公室,上海青浦,district,support_measure,application_scenario,positive,3,2,3,"[""实现"", ""形成""]","[""实现物流运输、应急救援、载人交通、低空文旅、智慧城市等新兴领域的“100+”低空飞行服务应用，形成商业模式""]",实现物流运输、应急救援、载人交通、低空文旅、智慧城市等新兴领域的“100+”低空飞行服务应用，形成商业模式。,0.95,1.0,True,True,pending_human_review
L-P20241201-06,P20241201,2024-12-31,青浦区低空经济产业高质量发展行动方案（2024—2027年）,上海市青浦区人民政府办公室,上海青浦,district,support_measure,innovation_platform,positive,3,2,3,"[""布局建设"", ""新增""]","[""新增市级及以上创新平台5家""]",布局建设一批市级创新平台，新增市级及以上创新平台5家。,0.95,1.0,True,True,pending_human_review
L-P20241201-07,P20241201,2024-12-31,青浦区低空经济产业高质量发展行动方案（2024—2027年）,上海市青浦区人民政府办公室,上海青浦,district,airspace_reform,airspace_management,positive,2,3,3,"[""开通"", ""规划""]","[""在长三角区域开通跨省域航线"", ""网格化布局50个以上分布式起降场、起降点等起降设施""]",在长三角区域开通跨省域航线，为建设成为全国低空省际通航城市夯实基础。网格化布局50个以上分布式起降场、起降点等起降设施以及通信、导航、能源、气象等新型设施，构建安全高效、互联互通的地面基础设施网络。,0.9,1.0,True,True,pending_human_review
