event_id,art_code,ts_code,name,event_date,event_type,direction,relevance_score,domain_hits,title,evidence_span,event_chain_id,is_progress_update,confidence,extraction_method,review_status,eligible_for_labeling
C-AN202201271542996606,AN202201271542996606,301050.SZ,雷电微力,2022-01-27,performance,mixed,0.05,[],雷电微力:2021年度业绩预告,"三、业绩变动原因说明

  报告期内，公司归属于上市公司股东的净利润较上年同期增长，主要

源于2021年公司按计划稳步扩充产能，全力保障订单交付，产销量增长带

来的利润增长。",f9472ceadbfd5f,False,0.55,rule_baseline,pending_human_review,False
C-AN202201271542977628,AN202201271542977628,002544.SZ,普天科技,2022-01-28,performance,mixed,0.05,[],杰赛科技:2021年度业绩预告,"四、风险提示
  本次业绩预告是公司财务部门初步测算的结果，具体 财务数据将在公司
2021 年年度报告中详细披露。",0612d800e2ebbd,False,0.55,rule_baseline,pending_human_review,False
C-AN202201281543126989,AN202201281543126989,300034.SZ,钢研高纳,2022-01-28,other_business,positive,0.05,[],钢研高纳:关于公司与关联方签署《一致行动协议书》的公告,"现
将相关事项公告如下：
   一、钢研极光基本情况
   名称：常州钢研极光增材制造有限公司
   类型：其他有限责任公司
   注册资本：5000 万元
   主要经营场所：武进国家高新技术产业开发区武宜南路 377 号创新产业园
23 号厂房西侧一、二层
   法定代表人：毕中南
   成立日期：2021 年 4 月 2 日
   营业期限：2021 年 4 月 2 日至长期
   经营范围：许可项目：检验检测服务；",bde5e87ad6351c,False,0.55,rule_baseline,pending_human_review,False
C-AN202201281543220660,AN202201281543220660,300053.SZ,航宇微,2022-01-28,performance,mixed,0.05,[],欧比特:2021年度业绩预告,"一、本期业绩预计情况
  1.业绩预告期间：2021年1月1日至2021年12月31日止
  2.预计的业绩： 扭亏为盈  同向上升√同向下降


   项目                 本报告期                   上年同期

                 盈利：5,100-7,600 万元
归属于上市公司股
                                         盈利：10,810.97 万元
  东的净利润
            比上年同期下降：29.7% - 52.83%


            盈利：2,580.37 万元-4,893.65 万元
扣除非经常性损益
                                         盈利：4,893.65 万元
  后的净利润
            比上年同期下降 0%-47.27%之间




  二、与会计师事务所沟通情况
  本次业绩预告相关数据是公司财务部门初步测算的结果，未经注册会计师预
审计。",59a074e5e556f5,False,0.55,rule_baseline,pending_human_review,False
C-AN202201281543165953,AN202201281543165953,300424.SZ,航新科技,2022-01-28,performance,mixed,0.05,[],航新科技:2021年度业绩预告,"证券代码：300424    证券简称：航新科技                公告编号：2022-021



           广州航新航空科技股份有限公司

                 2021年度业绩预告

    本公司及董事会全体成员保证信息披露的内容真实、准确、

 完整，没有虚假记载、误导性陈述或重大遗漏。",802f36d351df9a,False,0.55,rule_baseline,pending_human_review,False
C-AN202201281543223038,AN202201281543223038,300581.SZ,晨曦航空,2022-01-28,performance,mixed,0.05,[],晨曦航空:2021年度业绩预告,"证券代码：300581          证券简称：晨曦航空              公告编号：2022-002




              西安晨曦航空科技股份有限公司

                      2021 年度业绩预告


    本公司及董事会全体成员保证信息披露内容的真实、准确、完整、没
 有虚假记载、误导性陈述或重大遗漏。",5f3f9bf8fcee76,False,0.55,rule_baseline,pending_human_review,False
C-AN202201281543170961,AN202201281543170961,300722.SZ,新余国科,2022-01-28,performance,mixed,0.05,[],新余国科:公司2021年年度业绩预告,"证券代码：300722             证券简称：新余国科      公告编号：2022-003
                江西新余国科科技股份有限公司
                       2021 年度业绩预告

  本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记
载、误导性陈述或重大遗漏。",f8d2dec986d1fe,False,0.55,rule_baseline,pending_human_review,False
C-AN202201281543226476,AN202201281543226476,300900.SZ,广联航空,2022-01-28,performance,mixed,0.05,[],广联航空:广联航空工业股份有限公司2021年度业绩预告,"此外，公司积
极在全国范围内多地区设立及收购控股子公司，或加大对控股子公司的投资，加
强各地子公司生产能力建设，尽可能降低或分散未来因疫情原因所带来的生产及
交付验收风险。",479d077685dcfd,False,0.55,rule_baseline,pending_human_review,False
C-AN202201281543223122,AN202201281543223122,002023.SZ,海特高新,2022-01-29,performance,mixed,0.05,[],海特高新:四川海特高新技术股份有限公司2021年度业绩预告,"股票代码：002023            股票简称：海特高新             公告编号：2022-001




              四川海特高新技术股份有限公司
                    2021 年度业绩预告

      本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记

  载、误导性陈述或重大遗漏。",97b163c90d0209,False,0.55,rule_baseline,pending_human_review,False
C-AN202201281543222509,AN202201281543222509,002111.SZ,威海广泰,2022-01-29,performance,mixed,0.05,[],威海广泰:2021年度业绩预告暨商誉减值风险提示的公告,"证券代码：002111         证券简称：威海广泰        公告编号：2022-010


              威海广泰空港设备股份有限公司
       2021年度业绩预告暨商誉减值风险提示的公告


    本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚
 假记载、误导性陈述或重大遗漏。",3021f51336ddae,False,0.55,rule_baseline,pending_human_review,False
C-AN202201281543228543,AN202201281543228543,002389.SZ,航天彩虹,2022-01-29,performance,mixed,0.2,"[""无人机""]",航天彩虹:2021年度业绩预告,"证券代码：002389    证券简称：航天彩虹            公告编号：2022-012

              航天彩虹无人机股份有限公司
                2021年度业绩预告

   本公司及董事会全体成员保证信息披露内容真实、准确和完整，

没有虚假记载、误导性陈述或重大遗漏。",2225fdd5804a6a,False,0.55,rule_baseline,pending_human_review,False
C-AN202201281543226515,AN202201281543226515,002413.SZ,雷科防务,2022-01-29,performance,mixed,0.05,[],雷科防务:2021年度业绩预告,"结合上述因素，经公司财务部门初步测算，根据《会计监管风险提示第 8

号—商誉减值》《企业会计准则第 8 号—资产减值》及相关会计政策规定，基于

谨慎性原则，拟对公司前期收购理工雷科、奇维科技 100%股权形成的商誉计提

减值，减值金额约为 36,500 万元至 42,000 万元。",2e61308bc01bb2,False,0.55,rule_baseline,pending_human_review,False
C-AN202201281543229671,AN202201281543229671,002708.SZ,光洋股份,2022-01-29,performance,mixed,0.05,[],光洋股份:2021年度业绩预告,"三、业绩变动原因说明
   1、公司于2020年12月29日完成对威海世一电子有限公司及威海高亚泰电子
有限公司的收购后，对其进行全面梳理，制定了新的发展战略，在产品研发、人
才队伍、设备厂房、环保设施等领域加大投入进行改造与升级，全力推进新产品
研发及新客户开发等相关工作，由于2021年仍属于复工复产及产能爬坡的阶段，
虽然实现了一定规模的营业收入，但仍出现了较大的经营亏损。",f9b4b58bc88006,False,0.55,rule_baseline,pending_human_review,False
C-AN202201281543194055,AN202201281543194055,688070.SH,纵横股份,2022-01-29,performance,mixed,0.2,"[""无人机""]",688070:2021年年度业绩预告,"在其他重大研发项目方面，公司已顺利完成募投项目相关新产品
的设计工作，2022 年将完成样机的生产和测试任务，公司的产品谱系将进一步
完善。",3d6b6d9c291989,False,0.55,rule_baseline,pending_human_review,False
C-AN202202061545298757,AN202202061545298757,300456.SZ,赛微电子,2022-02-07,strategic_cooperation,positive,0.22999999999999998,[],赛微电子:关于控股子公司与北京怀柔经信局签署《合作协议》的公告,"2、本次签署的《合作协议》涉及对6/8英寸MEMS晶圆中试生产线和研发平台
（以下简称“怀柔FAB7”）、先进MEMS工艺设计与服务北京市工程研究中心（以
下简称“MEMS北京市工程研究中心”）、8英寸晶圆级封装测试规模量产线（以
下简称“8英寸晶圆级封测线”）的建设投资，在相关合作细节尚未最终确定的
情况下，暂时无法预计该协议对公司2022年度及未来年度经营业绩所产生的影
响。",794145370f7ae2,False,0.55,rule_baseline,pending_human_review,False
C-AN202202091545934895,AN202202091545934895,301050.SZ,雷电微力,2022-02-09,order_contract,positive,0.22999999999999998,[],雷电微力:中信证券股份有限公司关于成都雷电微力科技股份有限公司日常经营重大合同交易各方履约能力的核查意见,"中信证券股份有限公司
         关于成都雷电微力科技股份有限公司
    日常经营重大合同交易各方履约能力的核查意见

  中信证券股份有限公司（以下简称保荐机构）作为成都雷电微力科技股份有
限公司（以下简称雷电微力或公司）首次公开发行股票并在创业板上市之保荐机
                    《深圳证券交易所创业板上市公司
构，根据《证券发行上市保荐业务管理办法》、
规范运作指引》等相关规定，对雷电微力签署的日常经营重大合同事项进行了审
慎核查，并对交易各方履约能力发表如下意见：

  一、本次交易的概述

  雷电微力近日与某客户签署了 2 项某配套产品订货合同（以下简称合同），
合同金额分别为 122,812.50 万元和 117,875.00 万元。",446a23a5f1f88c,False,0.55,rule_baseline,pending_human_review,False
C-AN202202091545934892,AN202202091545934892,301050.SZ,雷电微力,2022-02-09,order_contract,positive,0.22999999999999998,[],雷电微力:关于签订日常经营重大合同的公告,"证券代码：301050   证券简称：雷电微力      公告编号：2022-010


           成都雷电微力科技股份有限公司
         关于签订日常经营重大合同的公告


     本公司及董事会全体成员保证信息披露的内容真实、准确、完
  整，没有虚假记载、误导性陈述或重大遗漏。",aeb56c0dd8034e,False,0.55,rule_baseline,pending_human_review,False
C-AN202202141546974904,AN202202141546974904,000738.SZ,航发控制,2022-02-15,other_business,positive,0.0,[],航发控制:关于签署募集资金三方监管协议的公告,"该专户仅用
于甲方航空发动机控制系统科研生产平台能力建设项目、中国航发北京航科发动机
控制系统科技有限公司轴桨发动机控制系统能力保障项目、中国航发红林航空动力
控制产品产能提升项目、中国航发长春控制科技有限公司四个专业核心产品能力提
升建设项目、航空发动机控制技术衍生新产业生产能力建设项目、现金收购中国航
发西控机器设备等资产及补充流动资金募集资金的存储和使用，不得存放非募集资
金或用作其他用途。",a44618dc2aa2b7,False,0.55,rule_baseline,pending_human_review,False
C-AN202202171547570107,AN202202171547570107,002465.SZ,海格通信,2022-02-18,project_investment,positive,0.28,"[""飞行""]",海格通信:关于投资设立广州海格天腾产业发展有限公司的公告,"三、对外投资的目的和对公司的影响

  （一）有利于公司加快无人信息产业基地项目落地

  2021 年 11 月 25 日，公司分别与广州市增城区人民政府和保利国际控股有限

公司（以下简称“保利国际”）签订战略合作协议，公司拟在广州市增城区投资

建设集研发、智造、测试、仿真训练为一体的覆盖陆域、空域、水域等多领域的



                         2
无人信息产业基地以及具备航空飞行培训能力的专业培训基地。",7f021c7e8f7ba9,False,0.55,rule_baseline,pending_human_review,False
C-AN202202201548162704,AN202202201548162704,300627.SZ,华测导航,2022-02-21,performance,mixed,0.05,[],华测导航:2021年年度业绩快报,"证券代码：300627         证券简称：华测导航                         公告编号：2022-022



              上海华测导航技术股份有限公司
                2021年年度业绩快报
     本公司及董事会全体成员保证信息披露的内容真实、准确、完整，不存在虚
假记载、误导性陈述或重大遗漏。",8eae031dc8146b,False,0.55,rule_baseline,pending_human_review,False
C-AN202202211548365013,AN202202211548365013,688568.SH,中科星图,2022-02-22,performance,mixed,0.05,[],688568:中科星图股份有限公司2021年度业绩快报公告,"三、风险提示

  公司不存在影响本次业绩快报内容准确性的重大不确定因素。",01a0060b459f96,False,0.55,rule_baseline,pending_human_review,False
C-AN202202221548563590,AN202202221548563590,300775.SZ,三角防务,2022-02-23,legal_safety_risk,negative,0.22999999999999998,[],三角防务:关于最近五年不存在被证券监管部门和交易所处罚或采取监管措施的公告,"证券代码：300775     证券简称：三角防务     公告编号：2022-014
债券代码：123114     债券简称：三角转债

              西安三角防务股份有限公司
关于最近五年不存在被证券监管部门和交易所处罚或
               采取监管措施的公告

  本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记
载、误导性陈述或重大遗漏。",379d17c2ff0c6d,False,0.55,rule_baseline,pending_human_review,False
C-AN202202231548727940,AN202202231548727940,002151.SZ,北斗星通,2022-02-24,performance,mixed,0.1,"[""无人机""]",北斗星通:2021年度业绩快报,"证券代码：002151      证券简称：北斗星通                    公告编号：2022-011


           北京北斗星通导航技术股份有限公司
                  2021 年度业绩快报
   本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚
 假记载、误导性陈述或重大遗漏。",f1993fe924c80f,False,0.55,rule_baseline,pending_human_review,False
C-AN202202231548709008,AN202202231548709008,600038.SH,中直股份,2022-02-24,project_investment,positive,1.0,"[""直升机"", ""航空器"", ""通用航空"", ""飞行""]",600038:中航直升机股份有限公司收购报告书摘要,"收购人
控股股东、实际控制人的股权控制关系如下图所示：
                             5
中航直升机股份有限公司                       收购报告书摘要




      （三）收购人控股股东主要下属企业及其主营业务的情况

     中航科工控股股东航空工业集团直接控制的主要二级单位主要从事航空武
器装备、军用运输类飞机、直升机、机载系统、通用航空、航空研究、飞行试
验、航空供应链与军贸、专用装备、汽车零部件、资产管理、金融、工程建设
等产业。",268086a225892a,False,0.55,rule_baseline,pending_human_review,True
C-AN202202241548898440,AN202202241548898440,688239.SH,航宇科技,2022-02-25,performance,mixed,0.05,[],688239:2021年年度业绩快报公告,"（二）主要数据及指标增减变动幅度达 30%以上的主要原因说明：

    1.报告期内，营业总收入较上年增长 43.11%，主要原因系公司下游航空、

 航天、燃气轮机和能源装备领域市场和客户需求增加，公司抓住市场机遇，维护




                            2
巩固既有客户、开拓培育新客户并加强产品研发，确保客户订单交付，主营业务

收入增长导致。",fbf8fbfb341931,False,0.55,rule_baseline,pending_human_review,False
C-AN202202241548916542,AN202202241548916542,688586.SH,江航装备,2022-02-25,performance,mixed,0.05,[],688586:江航装备2021年度业绩快报公告,"证券代码：688586      证券简称：江航装备             公告编号：2022-004




          合肥江航飞机装备股份有限公司
                2021 年度业绩快报公告

   本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述
 或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。",fb2530129f7cdb,False,0.55,rule_baseline,pending_human_review,False
C-AN202202251549101383,AN202202251549101383,688066.SH,*ST航图,2022-02-26,performance,mixed,0.05,[],688066:2021年度业绩快报公告,"证券代码：688066       证券简称：航天宏图                       公告编号：2022-012



          航天宏图信息技术股份有限公司
              2021 年度业绩快报公告


  本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述
或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。",96c5e7a7c78710,False,0.55,rule_baseline,pending_human_review,False
C-AN202202251549129066,AN202202251549129066,688070.SH,纵横股份,2022-02-26,performance,mixed,0.15,[],688070:2021年度业绩快报公告,"但疫情反复特别是四季度疫情形势严峻导致部分项目签约延迟、交付延迟，使得
公司营收下降。",142bc5a3ae66e3,False,0.55,rule_baseline,pending_human_review,False
C-AN202202251549119714,AN202202251549119714,688685.SH,迈信林,2022-02-26,performance,mixed,0.05,[],688685:江苏迈信林航空科技股份有限公司2021年度业绩快报公告,"证券代码：688685         证券简称：迈信林                   公告编号：2022-011




        江苏迈信林航空科技股份有限公司
              2021 年度业绩快报公告


  本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述

或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。",593276bba32966,False,0.55,rule_baseline,pending_human_review,False
C-AN202202281549725953,AN202202281549725953,600038.SH,中直股份,2022-03-01,project_investment,positive,1.0,"[""直升机"", ""航空器"", ""通用航空"", ""飞行""]",600038:中航直升机股份有限公司收购报告书,"收购人
控股股东、实际控制人的股权控制关系如下图所示：
                              6
中航直升机股份有限公司                             收购报告书




      （三）收购人控股股东主要下属企业及其主营业务的情况

  中航科工控股股东航空工业集团直接控制的主要二级单位主要从事航空武
器装备、军用运输类飞机、直升机、机载系统、通用航空、航空研究、飞行试
验、航空供应链与军贸、专用装备、汽车零部件、资产管理、金融、工程建设
等产业。",0515841eeb8b26,False,0.55,rule_baseline,pending_human_review,True
C-AN202203011549943828,AN202203011549943828,002544.SZ,普天科技,2022-03-02,other_business,positive,0.0,[],杰赛科技:2022-008-关于使用暂时闲置募集资金购买现金管理产品到期赎回并继续购买现金管理产品的进展公告,"2、公司将及时分析和跟踪现金管理的产品投向、项目进展情况，如评估发现存
     在可能影响公司资金安全的风险因素，将及时采取相应措施，控制现金管理风险。",96f12209444722,True,0.55,rule_baseline,pending_human_review,False
C-AN202203041550543037,AN202203041550543037,002414.SZ,高德红外,2022-03-05,strategic_cooperation,positive,0.22999999999999998,[],高德红外:关于公司与武汉东湖新技术开发区管理委员会签订项目合作协议的公告,"一、对外投资概述
     武汉高德红外股份有限公司（以下简称“公司”）于 2022 年 3 月 4 日召开
第五届董事会第十三次会议，审议通过了《关于公司与武汉东湖新技术开发区管
理委员会签订项目合作协议的议案》，同意公司与武汉东湖新技术开发区（以下
简称“东湖高新区”）管理委员会签订项目合作协议（以下简称“合作协议”），
以公司全资子公司武汉高德光创科技发展有限公司（以下简称“高德光创”）为
项目建设主体，在武汉东湖综合保税区投资约 13.2 亿元建设高端装备智能制造
基地。",36ee15c406e52a,False,0.55,rule_baseline,pending_human_review,False
C-AN202203041550546514,AN202203041550546514,301091.SZ,深城交,2022-03-05,product_technology,positive,0.22999999999999998,[],深城交:关于拟将全资子公司持有的资质分立到上市公司的公告,"二、资质分立方案

  （一）资质分立

  为增强深城交项目承接能力，整合公司内部资源，提升公司持续发展和盈利

能力，拟将全资子公司宝协智能持有的电子与智能化工程专业承包一级资质分立

给深城交。",33517b4de706bb,False,0.55,rule_baseline,pending_human_review,False
C-AN202203071551178549,AN202203071551178549,000801.SZ,四川九洲,2022-03-08,project_investment,positive,0.44999999999999996,[],四川九洲:关于控股子公司参与设立投资基金暨关联交易的进展公告,"证券代码：000801     证券简称：四川九洲         公告编号：2022017


              四川九洲电器股份有限公司
关于控股子公司参与设立投资基金暨关联交易的进展公告

  本公司及董事会全体成员保证信息披露的内容真实、准确和完整，没有虚
假记载、误导性陈述或者重大遗漏。",fc88f1af5567e4,True,0.55,rule_baseline,pending_human_review,False
C-AN202203081551371363,AN202203081551371363,600562.SH,国睿科技,2022-03-09,project_investment,positive,0.22999999999999998,[],600562:国睿科技股份有限公司关于变更重大资产重组持续督导期间财务顾问主办人的公告,"国睿科技股份有限公司（以下简称“公司”）发行股份及支付现金购买资产
并募集配套资金暨关联交易项目（以下简称“本次重大资产重组”）已实施完毕，
独立财务顾问中信建投证券股份有限公司（以下简称“中信建投”）原指定刘先
丰、吴晓峰、元德江为本次重大资产重组的独立财务顾问主办人，负责开展持续
督导工作。",7a5370ac4ed7df,False,0.55,rule_baseline,pending_human_review,False
C-AN202203081551387365,AN202203081551387365,600760.SH,中航沈飞,2022-03-09,performance,mixed,0.05,[],600760:中航沈飞股份有限公司2021年度业绩快报公告,"证券代码：600760     证券简称：中航沈飞                     公告编号：2022-003


              中航沈飞股份有限公司
              2021年度业绩快报公告

  本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈

述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。",1c234fde276481,False,0.55,rule_baseline,pending_human_review,False
C-AN202203141552614058,AN202203141552614058,002389.SZ,航天彩虹,2022-03-15,project_investment,positive,0.5,"[""无人机""]",航天彩虹:关于控股子公司投资年产5000万平方米反射膜生产线工程建设项目的进展公告,"证券代码：002389    证券简称：航天彩虹   公告编号：2022-016

          航天彩虹无人机股份有限公司
  关于控股子公司投资年产5000万平方米反射膜生产线
              工程建设项目的进展公告

   本公司及董事会全体成员保证信息披露内容真实、准确和完整，

没有虚假记载、误导性陈述或重大遗漏。",3aa90034c6dd24,True,0.55,rule_baseline,pending_human_review,True
C-AN202203141552601252,AN202203141552601252,688586.SH,江航装备,2022-03-15,other_business,positive,0.05,[],688586:江航装备关于与财务公司签订金融服务框架协议补充协议暨关联交易的公告,"本次
交易构成关联交易，不构成《上市公司重大资产重组管理办法》规定的重大资产
重组。",2af783964ddfaa,False,0.55,rule_baseline,pending_human_review,False
C-AN202203141552601250,AN202203141552601250,688586.SH,江航装备,2022-03-15,other_business,positive,0.05,[],688586:中信证券股份有限公司、中航证券有限公司关于合肥江航飞机装备股份有限公司与财务公司签订金融服务框架补充协议暨关联交易的核查意见,"（市场主体依法自主选择经营项目，开展经营活
            动；",67f6eafe76ec86,False,0.55,rule_baseline,pending_human_review,False
C-AN202203171553197919,AN202203171553197919,002465.SZ,海格通信,2022-03-18,other_business,positive,0.05,[],海格通信:经营合同公告,"面向特殊机构用户，公司市场突破成效显著，关乎到未来

主要订货方向的多个重大项目竞标名列前茅，顺利入围，未来市场空间广阔。",1d938a2c40388c,False,0.55,rule_baseline,pending_human_review,False
C-AN202203181553459958,AN202203181553459958,300900.SZ,广联航空,2022-03-19,project_investment,positive,0.28,"[""航空器""]",广联航空:关于投资建设成都航新航空产业加工制造基地项目的公告,"证券代码：300900   证券简称：广联航空     公告编号：2022-038



          广联航空工业股份有限公司
关于投资建设成都航新航空产业加工制造基地
              项目的公告

  本公司及董事会全体成员保证公告内容真实、准确和完整，不存在任何虚假
记载、误导性陈述或者重大遗漏。",bc25718cc3853f,False,0.55,rule_baseline,pending_human_review,False
C-AN202203181553459991,AN202203181553459991,300900.SZ,广联航空,2022-03-19,project_investment,positive,0.0,[],广联航空:对外投资管理办法,"第三章 对外投资的管理


  第二十条 公司应设立长期投资的牵头部门及日常事务管理部门，主要职责
包括：
  （一） 根据公司发展战略，对拟投资项目进行信息收集、整理；",78cecf60281244,False,0.55,rule_baseline,pending_human_review,False
C-AN202203211553953760,AN202203211553953760,300900.SZ,广联航空,2022-03-21,performance,mixed,0.05,[],广联航空:2022年第一季度业绩预告,"一、本期业绩预计情况
   1、业绩预告期间：2022年1月1日至2022年3月31日

   2、预计的业绩：扭亏为盈

   3、2022年第一季度预计的业绩为：

                  本报告期                  上年同期
  项目
          （2022年1月1日-2022年3月31日） （2021年1月1日-2021年3月31日）


归属于上市公司
          盈利：1,000.00万元–1,500.00万元   亏损：182.73万元
股东的净利润


扣除非经常性损
          盈利：900.00万元–1,300.00万元     亏损：553.01万元
益后的净利润


 注：表格中的“万元”均指人民币。",fb4d2fd4eee4f3,False,0.55,rule_baseline,pending_human_review,False
C-AN202203221554310782,AN202203221554310782,300053.SZ,航宇微,2022-03-22,legal_safety_risk,negative,0.22999999999999998,[],欧比特:关于诉讼事项进展的公告,"证券代码：300053           证券简称：欧比特            公告编号：2022-004


              珠海欧比特宇航科技股份有限公司

                关于诉讼事项进展的公告

  本公司及董事会全体成员保证公告内容真实、准确、完整，没有虚假记载、
误导性陈述或重大遗漏。",bdd9cc0c89acf4,True,0.55,rule_baseline,pending_human_review,False
C-AN202203221554301192,AN202203221554301192,300177.SZ,中海达,2022-03-23,project_investment,positive,0.22999999999999998,[],中海达:关于公司参与设立产业投资基金暨关联交易的进展公告,"证券代码：300177   证券简称：中海达    公告编号：2022-006

        广州中海达卫星导航技术股份有限公司

   关于公司参与设立产业投资基金暨关联交易的进展公告

  本公司及董事会全体成员保证信息披露的内容真实、准确、完整，
没有虚假记载、误导性陈述或重大遗漏。",32c827ca5745e1,True,0.55,rule_baseline,pending_human_review,False
C-AN202203231554510097,AN202203231554510097,300177.SZ,中海达,2022-03-24,project_investment,positive,0.22999999999999998,[],中海达:关于公司参与设立的产业投资基金完成私募投资基金备案的公告,"证券代码：300177     证券简称：中海达       公告编号：2022-007

         广州中海达卫星导航技术股份有限公司

 关于公司参与设立的产业投资基金完成私募投资基金备案的公告

  本公司及董事会全体成员保证信息披露的内容真实、准确、完整，
没有虚假记载、误导性陈述或重大遗漏。",9f4817a14acb66,False,0.55,rule_baseline,pending_human_review,False
C-AN202203251554914224,AN202203251554914224,300424.SZ,航新科技,2022-03-25,project_investment,positive,0.22999999999999998,[],航新科技:收购报告书摘要,"（依法须
  无锡航新航空投
1         2016-06-06       1,100/704         64.00%   经批准的项目，经相关部门批准后
  资有限公司
                                                      方可开展经营活动）

                                        10
        广州航新航空科技股份有限公司                                                收购报告书摘要


                                      无锡航新航空投资有限公 利用自有资金对外投资（法律法规
    无锡天之翼航空                           司持股 60.00%，卜祥尧通 限制禁止的领域除外）；",71348fa1f665ba,False,0.55,rule_baseline,pending_human_review,False
C-AN202203251554914086,AN202203251554914086,300424.SZ,航新科技,2022-03-25,other_business,positive,0.05,[],航新科技:关于与发行对象签署附条件生效的股份认购协议暨关联交易的公告,"本次关联交易事项不构成《上市公司重大资产重组管理办法》规定的重大资
产重组。",7a20dee9873b36,False,0.55,rule_baseline,pending_human_review,False
C-AN202203251554914088,AN202203251554914088,300424.SZ,航新科技,2022-03-25,legal_safety_risk,negative,0.22999999999999998,[],航新科技:关于最近五年被证券监管部门和交易所处罚或采取监管措施的情况及相应整改措施的公告,"证券代码：300424      证券简称：航新科技    公告编号：2022-044

债券代码：123061      债券简称：航新转债



                广州航新航空科技股份有限公司
关于最近五年被证券监管部门和交易所处罚或采取监管措施的
                情况及相应整改措施的公告


   本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚
假记载、误导性陈述或重大遗漏。",2c08f8c3a4bec0,False,0.55,rule_baseline,pending_human_review,False
C-AN202203251554914090,AN202203251554914090,300424.SZ,航新科技,2022-03-25,other_business,positive,0.05,[],航新科技:国泰君安证券股份有限公司关于广州航新航空科技股份有限公司与发行对象签订《附条件生效的股份认购协议》暨关联交易的核查意见,"本次关联交易事项不构成《上市公司重大资产重组管理办法》规定的重大资
产重组。",7d3979172bf2c1,False,0.55,rule_baseline,pending_human_review,False
C-AN202203271555342905,AN202203271555342905,000099.SZ,中信海直,2022-03-28,other_business,positive,0.2500000000000001,"[""直升机""]",中信海直:西南证券股份有限公司关于中信海洋直升机股份有限公司与中信财务有限公司续签《金融服务协议》暨关联交易的核查意见,"六、关联交易目的和对公司的影响

  财务公司是依法设立的非银行金融机构，具有为企业集团成员单位提供金融服务
的各项资质，各项指标均达到《企业集团财务公司管理办法》的规定。",d37daeb64450e4,False,0.55,rule_baseline,pending_human_review,False
C-AN202203271555342899,AN202203271555342899,000099.SZ,中信海直,2022-03-28,other_business,positive,0.2500000000000001,"[""直升机""]",中信海直:中信证券股份有限公司关于中信海洋直升机股份有限公司与中信财务有限公司续签金融服务协议暨关联交易的核查意见,"六、关联交易的目的和影响

  财务公司是依法设立的非银行金融机构，具有为企业集团成员单位提供金融服
务的各项资质，各项指标均达到《企业集团财务公司管理办法》的规定。",0a5fd52ff92050,False,0.55,rule_baseline,pending_human_review,False
C-AN202203271555342917,AN202203271555342917,000099.SZ,中信海直,2022-03-28,other_business,positive,0.0,"[""直升机""]",中信海直:金融服务协议,"金融服务协议


  甲     方：中信海洋直升机股份有限公司
  住     所：深圳市罗湖区清水河街道清水河社区清水河一路 112 号罗湖投
资控股大厦塔楼 2 座 901
  法定代表人： 杨威


  乙     方：中信财务有限公司
  住     所：北京市朝阳区新源南路 6 号京城大厦低层栋 B 座 2 层
  法定代表人：张云亭


  鉴于甲方、乙方均为中国中信集团有限公司控股子公司，根据《企业集团财
务公司管理办法》规定，乙方可为甲方提供财务管理服务。",3a259997ec0a6b,False,0.55,rule_baseline,pending_human_review,False
C-AN202203271555342828,AN202203271555342828,000099.SZ,中信海直,2022-03-28,other_business,positive,0.0,"[""直升机""]",中信海直:关于与中信财务有限公司签订《金融服务协议》暨关联交易公告,"六、关联交易目的和影响
  财务公司是依法设立的非银行金融机构，具有为企业集团成员单位提供金融
服务的各项资质，各项指标均达到《企业集团财务公司管理办法》的规定。",66b196c535f7c3,False,0.55,rule_baseline,pending_human_review,False
C-AN202203271555342841,AN202203271555342841,000099.SZ,中信海直,2022-03-28,other_business,positive,0.0,"[""直升机""]",中信海直:2021年度投资者保护工作情况报告,"2021 年度投资者保护工作情况报告



          中信海洋直升机股份有限公司
        2021 年度投资者保护工作情况报告
  中信海洋直升机股份有限公司（以下简称“公司”）自上市以来，始终高度
重视保护投资者权益，努力创造良好的业绩给股东带来投资回报的同时，建立了
股东和投资者保护的长效机制，以维护股东和投资者权益。",dda0a9c2e8c14d,False,0.55,rule_baseline,pending_human_review,False
